PIT TAG,DATE,Time,RESEARCHER,RECAP,SPECIES,WEATHER,CLOUD COV,AIR TEMP,GROUND TEM,DET,BEHAVIOUR,MACRO HAB,MICRO HAB,LOCATION,Easting,Northing,DEN,PILLOW,SVL,S+B,BAG,MASS,SEX,AGE CLASS,REPRO,DIST BUI,DIST RD,DIR BUI,DIR RD,RELOC,REL TIME,REL DAY,REL LOC,DAY CAP,COMMENTS
989001006650719,7/10/2017,10:16,"DME, AS",NO,RACER,SUNNY/CLOUDY,2,30.6,36,SIGHT,MOVING,"ALONG FENCE, HIGH DESERT",WITHIN GRASS,FENCE IN HIGH DESERT >100M S OF GULLY,321303,5435459,-,67,51.1,135,82,53,MALE,ADULT,NA,>100,>5,S,W,NO,10:26,JULY 10 2017,SAME AS CAPTURE,0,"219774 TRANSMITTER ATTACHED 15CM ABOVE VENT, WHEN RELEASED TRANSMITTER WAS LOST- GLUE NOT HOLDING WELL"
989001006650710,7/13/2017,16:20,"DME, AS",NO ,GOPHER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SHRUB STEPPE,UNKNOWN,IN THE VILLAGE ALONG THE INTERPRETIVE TRAIL,321979,5435376,-,2,64.4,178,65,113,MALE,SUB ADULT,NA,>100,>100,S,S,YES,14:50,JULY 16 2017,HIGH DESERT,3,KEPT SNAKE FOR WORLD SNAKE DAY PRESENTATION
989001006650763,7/14/2017,21:01,"DME, AS",NO ,RATTLE,DUSK/ CLEAR,0,26.5,25.3,SOUND,COILED,GRASSLAND,UNDER SAGE,"2M FROM FENCE, 50M N OF 1ST GULLY",321407,5435300,-,62,56.3,200,89,111,FEMALE,SUB ADULT,NON-GRAVID,>100,50-75,S,W,YES,14:50,JULY 16 2017,HIGH DESERT,2,BROUGHT TO THE LAB FOR SNAKE DAY DEMONSTRATION
989001006650672,7/14/2017,21:20,"DME, AS",NO ,RATTLE,DUSK/ CLEAR,0,25.4,25.1,SIGHT ,MOVING,GRASSLAND,UNDER ANTELOPE BRUSH,EXCLUSION FENCE IN HIGH DESERT AROUND CAMPSITE 150(ABOVE),321363,5435371,-,1,50.3,205,127,78,FEMALE,SUB ADULT,NON-GRAVID,>100,50-75,S,W,YES,21:30,JULY 14 2017,OTHER SIDE OF FENCE ABOUT 20M AWAY FROM IT,0,
989001006112846,7/20/2017,15:40,INTERPRETERS,NO,RATTLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CAMPGROUND,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,-,63,61.15,326,100,226,MALE ,ADULT,NA,<1,<5,UNKNOWN,UNKNOWN,YES,18:13,JULY 20 2017,HIGH DESERT,0,JUST ATE
989001006650705,7/22/2017,8:33,"AS, SP",NO ,RATTLE,SUNNY/CLOUDY,6,27.8,27.8,SOUND,MOVING,GRASSLAND,ALONG EXCLUSION FENCE,HALFWAY ALONG FENCE IN HIGH DESERT,321497,5435168,-,60,63.3,270,110,160,MALE,ADULT,NA,50-100,50-100,SW,SW,YES,8:52,JULY 22 2017,HIGH DESERT,0,"SAW A PTT TAG INSIDE BY WOULD NOT SCAN, NO PREVIOUS PAINT ON RATTLE"
989001006650762,7/23/2017,11:19,"AS, SP",NO ,GOPHER,SUNNY/CLOUDY,4,36.0,45.8,SIGHT,MOVING,GOLF COURSE,CROSSING TRAIL,20M FROM HOLE 3,322248,5434926,-,60,65.0,250,110,140,FEMALE,ADULT,NON-GRAVID,50-100,50-100,W,W,YES,11:34,JULY 22 2017,GRASSLAND PATCH NEAR GOLF COURSE,0,VERY DARK IN COLOR
989001006112807,7/23/2017,10:27,"DME, AS",NO,RATTLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CAMPGROUND,CAMPSITE,CAMPSITE 134,321451,5434808,-,2,53.7,181,64,117,FEMALE,SUB ADULT,NON-GRAVID,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,8:33,JULY 24 2017,HIGH DESERT,1,
989001006650677,7/24/2017,12:11,"DME, RPR",NO,RATTLE,SUNNY,1,28.5,29.1,SOUND ,BASKING/COILED,SHRUB STEPPE,WITHIN ROCKS,ROCK PILE NEXT TO EXCLUSION FENCE,321579,5434836,-,4,53.4,234,105,129,FEMALE,SUB ADULT,NON-GRAVID,>100,>100,SW,SW,NO,12:16,JULY 24 2017,SAME AS CAP,0,
989001006650734,7/24/2017,12:45,"DME, RPR",NO,RACER,SUNNY,1,28.5,29.1,SIGHT,MOVING,SHRUB STEPPE,ALONG FENCE,FENCE NEAR CENTRE ~50M AWAY ,321956,5434897,-,1,59.5,196,128,68,FEMALE,ADULT,NON-GRAVID,50-75,50,S,S,NO,8:21,JULY 26 2017,SAME AS CAP,2,"KEPT FOR TRANSMITTER, HARRY(2.0) APPLIED ON 24TH WITH KRAZY GLUE AND TAPE TRANSMITTER FELL OFF IN SHRUBS"
989001006650686,7/25/2017,19:45,"DME, AS, RPR",NO,RATTLE,DUSK CLEAR,0,26.4,28,SIGHT ,MOVING ,GRASSLAND,WITHIN SHRUBS AND GROUND,25M FROM TIPIS IN VILLAGE,321935,5435349,-,3,54.5,210,93,117,FEMALE,ADULT,NON-GRAVID,>100,>100,SE,SE,NO,19:59,JUKY 25 2017,SAME AS CAPTURE,0,
0A180D600C,7/25/2017,20:49,"DME, AS, RPR",YES,RATTLE,DUSK CLEAR,0,24.5,25.3,SOUND,COILED,GRASSLAND,ON GROUND ,ALONG FENCE,321507,5435056,-,3,63.3,294,98,196,MALE,ADULT,NA,>100,>100,S,S,YES,20:54,JULY 25 2017,SAME AS CAPTURE,0,NO PAINT JUST ATE SOMETHING
NONE GIVEN,7/26/2017,11:40,"DME, HB",UNKNOWN,RATTLE,SUNNY,0,UNKNOWN,UNKNOWN,SIGHT,MOVING,CONSTRUCTION,UNDER ROCK BOULDER,ANARCHIST MOUNTAIN,328684,5430289,-,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MALE,ADULT,NA,10,2,S,W,YES,11:50,JULY 26 2017,75M ABOVE CONSTRUCTION SITE AT ROCK PILE,0,MOVED AS A FAVOR FOR RELOCATION DUE TO PROXIMITY TO WORKERS 
NONE GIVEN,7/26/2017,12:40,"DME, HB",UNKNOWN,RATTLE,SUNNY,0,UNKNOWN,UNKNOWN,SOUND,MOVING,CONSTRUCTION,UNDER ROCK BOULDER,ANARCHIST MOUNTAIN,328684,5430289,-,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FEMALE?,ADULT,NA,10,2,S,W,YES,11:50,JULY 26 2017,75M ABOVE CONSTRUCTION SITE AT ROCK PILE,0,"MOVED AS A FAVOR FOR RELOCATION DUE TO PROXIMITY TO WORKERS RELEASED AT 325802, 5430171"
989001006650756,7/27/2017,9:30,"AS, VL",NO,RACER,SUNNY,0,26.3,27.1,SIGHT ,MOVING,GRASSLAND,ALONG THE FENCE,FENCE 50M PAST FIRST GULLY,321723,5434702,-,2,35.5,90,65,25,FEMALE,SUB ADULT,NON-GRAVID,>100,>100,SW,SW,NO,10:26,JULY 29 2017,SAME AS CAPTURE,2,"KEPT FOR TRANSMITTER, RON"
989001006650689,7/27/2017,9:25,"AS, VL",NO,GOPHER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VILLAGE,PIT HOUSE,UNKNOWN,321979,5435376,-,54,82.6,265,124,141,FEMALE,ADULT,NON-GRAVID,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,10:26,JULY 27 2017,HIGH DESERT,0,
989001006650718,7/29/2017,10:25,"DME, AS",NO,RATTLE,SUNNY,0,27.8,30,SIGHT,NOT MOVING,GRASSLAND,ALONG THE FENCE,"HIGH DESERT, EXCLUSION FENCE BY STABBS",321798,5434706,-,3,61.7,175,85,90,MALE,SUB-ADULT,NA,25,<5,S,S,YES,10:36,JULY 29 2017,15M NORTH OF THE FENCE,0,JUST ATE
989001006650735,7/30/2017,20:00,"DME, AS",NO,RATTLE,SUNNY,0,29.0,29.6,SIGHT,MOVING,GRASSLAND,UNDER ANTELOPE BRUSH,"25M IN DESERT, NORTH OF TIPI",322119,5435059,-,1,41.9,175,125,50,FEMALE,JUVENILE,NON-GRAVID,25,25,S,S,NO,20:07,JULY 30 2017,SAME AS CAPTURE,0,ATE SOMETHING
989001006112836,7/31/2017,9:30,"DME, RPR",NO ,RACER,SUNNY,0,29.9,34.5,SIGHT,MOVING,GRASSLAND,ALONG FENCE,FENCE 25M FROM STABLES,321819,5434737,-,3,60.2,174,96,78,FEMALE,ADULT,NON-GRAVID,25,25,S,S,NO,8:37,AUGUST 3 2017,SAME AS CAPTURE,4,"TRANSMITTER DID NOT STICK, RELEASED WITHOUT IT"
989001006650707,7/31/2017,10:23,"DME, RPR",NO,RACER,SUNNY,0,29.2,29.8,SIGHT,MOVING,GOLF COURSE,ALONG FENCE,FENCE 10M N OF SPIRIT RIDGE,322146,5434028,-,77,55.5,150,81,69,MALE,ADULT,NA,10,10-15,W,W,NO,8:32,AUGUST 3 2017,SAME AS CAPTURE,4,KEPT FOR TRANSMITTER- FAILED EVENTUALLY AND COULDN’T LOCATE
989001006650758,7/31/2017,10:35,"DME, RPR",NO,RATTLE,SUNNY,0,33.0,34.1,SOUND ,MOVING,GOLF COURSE,WITHIN GRASS,25M N OF GOLF CLUBHOUSE,322248,5434659,-,62,67.2,287,85,202,MALE,ADULT,NA,10,10,NW,NW,YES,10:47,JULY 31 2017,SAME AS CAPTURE,0,ATE SOMETHING
989001006650716,8/1/2017,19:41,"DME, AS, NK",NO,RATTLE,DUSK/CLOUDY,8,29.0,27.6,SOUND ,MOVING,GRASSLAND,WITHIN SHRUBS AND GRASS,75M E OF CHIEFS LOOKOUT,322421,5435279,-,50,44.0,194,125,69,FEMALE,SUB ADULT,NON-GRAVID,>100,>100,W,W,NO,19:49,AUGUST 1 2017,SAME AS CAPTURE,0,
989001005710854,8/1/2017,20:05,"DME, AS, NK",YES,RATTLE,DUSK/CLOUDY,8,28.5,27.8,SIGHT,COILED,GRASSLAND,UNDER ROCK OVERHANG,75-100M E OF CHIEFS LOOKOUT AT ROCK OUTCROP,322494,5435315,-,50,61.2,225,125,100,MALE,ADULT,NA,>100,>100,W,W,NO,20:09,AUGUST 1 2017,SAME AS CAPTURE,0,"COILED WITH TONKS UNDER SAME ROCK, COULD BE COURTING OR MATING, LOOKED VERY THIN AND EXHAUSTED"
NONE GIVEN,8/5/2017,9:35,INTERPRETERS,NO,RATTLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VILLAGE,ON GROUND,PITHOUSE,321979,5435376,-,61,25.3,81,75,6,MALE,NEONATE,NA,>100,>100,SW,SW,YES,12:09,AUGUST 5 2017,HIGH DESERT,0,TOO SMALL FOR PIT TAG
989001006650753,8/6/2017,19:26,"DME, AS",NO,GOPHER,CLOUDY,9,29.6,28.5,SIGHT,MOVING,GOLF COURSE,ON GROUND,15M OF HOLE 5,322436,5434949,-,4,78.7,220,105,115,FEMALE,ADULT,NON-GRAVID,50-75,<5,W,S,NO,19:34,AUGUST 6 2017,SAME AS CAPTURE,0,
989001006650714,8/7/2017,9:49,"AS, DME, RPR",NO,RATTLE,CLOUDY,9,26.2,25.1,SOUND,HIDING,SHRUB STEPPE,UNDER ROCK,50M S OF DEN 6,322065,5435695,-,1,52.2,236,125,111,FEMALE,ADULT,NON-GRAVID,>100,>100,SW,SW,NO,9:58,AUGUST 7 2017,SAME AS CAPTURE,0,"SMOKEY, ALSO FOUND SHED AROUND THE ROCK, JUST ATE"
989001006112857,8/7/2017,10:27,"DME, AS, RPR",NO,RATTLE,CLOUDY,9,28.5,28.7,SIGHT,BASKING,OPEN FOREST,CREEK BED,IN THE GULLY CLOSE TO 2ND BRIDGE NEAR VILLAGE,321999,5435338,-,63,45.9,185,100,85,FEMALE,SUB ADULT,NON-GRAVID,10,1,NW,NW,NO,10:44,AUGUST 7 2017,SAME AS CAPTURE,0,"SMOKEY, DARK SCALES"
A180D5F77,8/7/2017,12:20,CAMPGROUND STAFF,YES,RATTLE,CLOUDY,9,UNKNOWN,UNKNOWN,UNKNOWN,BASKING,CAMPGROUND,IN THE GRASS,CAMPSITE 12,321543,5434667,-,63,63.0,279,98,181,FEMALE,ADULT,NON-GRAVID,,,,,YES,12:35,AUGUST 7 2017,HIGH DESERT,0,"NEW RATTLE, FAT MIGHT HAVE EATEN"
989001006650684,8/8/2017,11:00,"DME, AS, MB",NO,GOPHER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CAMPGROUND,CAMPSITE,CAMPSITE 16,321501,5434683,-,62,83.5,253,87,166,FEMALE,ADULT,NON-GRAVID,,,,,YES,18:42,AUGUST 8 2017,HIGH DESERT,0,
989001005040855,8/8/2017,10:35,"DME, AS, MB",YES,RATTLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CAMPGROUND,CAMPSITE,CAMPSITE 4,321603,5434646,-,3,63.6,246,95,151,MALE,ADULT,NON-GRAVID,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,18:42,AUGUST 8 2017,HIGH DESERT,0,2 NEW SEGMENTS SINCE SIENNA PAINT
989001006650765,8/8/2017,10:25,"DME, AS, MB",NO,RATTLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CAMPGROUND BOX,UNKNOWN,UNKNOWN,-,51,40.6,145,109,36,FEMALE,JUVENILE,NON-GRAVID,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,18:42,AUGUST 8 2017,HIGH DESERT,0,
0A180D5F7F,8/8/2017,21:17,"DME,AS,MB",YES,RATTLE,DUSK/CLOUDY,UNKNOWN,UNKNOWN,UNKNOWN,SOUND,MOVING,GOLF COURSE,ON THE GROUND NEAR CART ROAD,<10M FROM TBOX 3,UNKNOWN,UNKNOWN,-,-,-,-,-,-,FEMALE,ADULT,NON-GRAVID,100,0,E,E,NO,21:20,AUGUST 8 2017,GOLF COURSE DESERT AREA,0,"SMOKEY, NEW RATTLE, DIDN’T PROCESS BECAUSE IT WAS TOO DARK AND DANGEROUS"
4C132C3146,8/9/2017,13:15,"AS, VAL",YES,RATTLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,STABLES,ON THE GROUND,NEW STABLE,,,-,89,68.7,405,140,265,MALE,ADULT,NA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,17:47,AUGUST 11 2017,HIGH DESERT,2,VERY STRONG AND MUSCULAR
NONE GIVEN,8/11/2017,20:08,"AS, VAL",NO,RATTLE,DUSK CLOUDY,6,25.0,26,SOUND,COILED,SHRUB STEPPE,UNDER STEM OF SAGEBRUSH,50M ABOVE BASE OF RANCHER CREEK UNDERNEATH POWERLINES,322355,5435507,-,53,30.5,145,125,20,FEMALE,JUVENILE,NON-GRAVID,>100,>100,S,S,NO,20:21,AUGUST 11 2017,SAME AS CAPTURE,0,"TOO SMALL FOR PIT TAG, VERY SMOKEY, ONLY A BUTTON"
989001006650717,8/11/2017,20:44,"AS, VAL",NO,RATTLE,DUSK CLOUDY,8,26.4,24.9,SOUND,MOVING,OPEN FOREST,ON THE GROUND,BELOW RC BASE,322211,5435371,-,68,65.0,285,135,150,MALE,ADULT,NA,>100,>100,S,S,NO,20:57,AUGUST 11 2017,SAME AS CAPTURE,0,SMOKEY
NONE GIVEN,8/12/2017,12:45,"AS, HB",NO,RACER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CAMPGROUND,CAMPSITE,CAMPSITE 150,321435,5434923,-,UNKNOWN,21.3,-,-,5.2,MALE,NEONATE,NA,<5,<5,S,S,YES,8:05,AUGUST 15 2017,HIGH DESERT,1,TOO SMALL TO PIT TAG
OA1367756A,8/17/2017,10:32,"AS, HB",YES,RATTLE,SUNNY/CLOUDY,6,27.9,27.3,SIGHT,BASKING,SHRUB STEPPE,UNDER THE ROCK,25M SOUTH OF DEN 8,322048,5435728,-,61,60.8,255,84,171,FEMALE,ADULT,GRAVID,>100,>100,S,S,NO,10:32,AUGUST 13 2017,SAME AS CAPTURE,0,"CARRIES 1 BABY SNAKE INSIDE, RATTLING AND TONGUE FLICKING, WAS SEEN UNDER THE ROCK 5 M AWAY ON AUGUST 25, 2017 IN POSTPARTUM STATE"
NONE GIVEN,8/14/2017,12:45,"CASEY, AS, DME",NO,RACER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CAMPGROUND,CAMPSITE,CAMPSITE F19,321452,5431891,-,62,21.6,-,-,4.9,MALE,NEONATE,NA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,18:31,AUGUST 14 2017,HIGH DESERT,0,TOO SMALL TO PIT TAG
989001006650697,8/21/2017,9:04,"AS, DME, JMM",NO,RATTLE,SUNNY,1,20.6,21.1,SIGHT,MOVING,TALUS,WITHIN GRASS AND ROCK,50M NORTH EAST OF 1ST DEN 6 GULLY,322945,5435213,-,4,42.3,150,110,40,MALE,SUB-ADULT,NA,>100,>100,SW,SW,NO,9:14,AUGUST 21 2017,SAME AS CAPTURE,0,CAPTURED NEAR NARCISSA N-NW CONTROL
989001006112825,8/28/2017,8:41,"DME, AS",NO,RATTLE,SUNNY,4,20.4,19.8,SOUND,MOVING,OPEN FOREST,WITHIN GRASS,75M N OF GATE BY DEN 8 AND RIPARIAN AREA,321961,5435551,-,61,61.5,267,75,192,MALE ,ADULT,NA,>100,>100,SW,SW,NO ,8:51,AUGUST 28 2017,SAME AS CAPTURE,0,
989001005040898,8/28/2017,10:53,"AS, DME",YES,RATTLE,SUNNY,1,30.5,31,SIGHT,COILED,GOLF COURSE,ON GROUND NEXT TO FAREWAY,15M E OF HOLE 6 TBOX,322424,5435937,-,61,65.0,229,75,154,MALE,ADULT,NA,>100,>100,SW,SW,NO ,10:59,AUGUST 28 2017,SAME AS CAPTURE,0,"CALM, NO RATTLING TONGUE FLICKED, STRONG MUSCLES"
NONE GIVEN,8/28/2017,12:35,"DME, AS",NO,RACER,SUNNY,1,UNKNOWN,UNKNOWN,SIGHT,MOVING,GOLF COURSE,ON THE GRASS,T BOX HOLE 6,322424,5435937,-,-,24.5,-,-,6.3,FEMALE,NEONATE,NON-GRAVID,100,100,SW,SW,YES,12:42,AUGUST 28 2017,DESERT ABOVE CENTRE,0,"TOO SMALL TO PIT TAG, WEIGHED WITH DIGITAL SCALE"
NONE GIVEN,8/28/2017,16:30,CASEY,NO,GOPHER,SUNNY,1,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CAMPGROUND,CAMPSITE,CAMPSITE 142,321435,5434923,-,3,30.0,115,74,41,FEMALE,NEONATE,NON-GRAVID,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,10:20,AUGUST 29 2017,HIGH DESERT,1,TOO SMALL TO PITT TAG
NONE GIVEN,8/28/2017,19:05,CASEY,NO,GOPHER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CAMPGROUND,CAMPSITE,CAMPSITE 142,321435,5434923,-,77,28.8,-,-,12.6,MALE,NEONATE,NA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,15:22,AUGUST 29 2017,HIGH DESERT ABOVE CENTRE,0,"TOO SMALL TO PITT TAG, USED ELECTRIC SCALE FOR WEIGHT"
NONE GIVEN,8/29/2017,9:15,CASEY,NO,GOPHER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CAMPGROUND,ON GROUND,CAMPGROUND STORE,321500,5434733,-,1,32.0,-,-,16.9,FEMALE,NEONATE,NON-GRAVID,<1,<1,W,W,YES,15:22,AUGUST 29 2017,DESERT ABOVE CENTRE,0,"GAVE WATER, TOO SMALL FOR PITT TAG"
4723762068,8/30/2017,8:41,"DME, AS",YES,RATTLE,SUNNY/CLOUDY,6,23.0,24.3,SIGHT,MOVING,OPEN FOREST,ON GROUND,ROAD BELOW TRAIL 75M NW OF GATE,322055,5435177,-,68,66.5,333,135,198,FEMALE,ADULT,NON-GRAVID,100,100,SE,SE,NO,8:51,AUGUST 30 2017,SAME AS CAPTURE,0,"FAT, RATTLED"
989001005040856,8/30/2017,8:57,"AS, DME",YES,RATTLE,CLOUDY,4,22.4,24.4,SIGHT,MOVING,OPEN FOREST ,ON GROUND,ROAD BELOW TRAIL 75M NW OF GATE,322050,5435188,-,68,51.3,261,136,125,FEMALE,ADULT,NON-GRAVID,100,100,SE,SE,NO,9:02,AUGUST 30 2017,SAME AS CAPTURE,0,RATTLED
4C1C2E1E2C,8/31/2017,11:25,"DME, RPR",YES,RATTLE,SUNNY,0,28.5,28.1,SIGHT ,MOVING,OPEN FOREST,UNDER BRIDGE,UNDER BRIDGE BY TIPI,321998,5435339,-,51,57.6,272,100,172,FEMALE,ADULT,NON-GRAVID,>100,>100,SW,SW,NO ,11:38,AUGUST 31 2017,SAME AS CAPTURE,0,
989001006650708,9/6/2017,8:28,"DME, RPR",NO,GOPHER,CLOUDY,9,18.1,18.8,SIGHT,MOVING,OPEN FOREST,ON THE GROUND,UNDER FIRST BRIDGE NEAR CENTRE,322149,5435055,-,50,78.5,255,126,129,FEMALE,ADULT,NON-GRAVID,25,25,SW,SW,NO ,8:41,SEPTEMBER 6 2017,SAME AS CAPTURE,0,
471E4C7926,9/6/2017,11:08,"DME, RPR",YES,RATTLE,CLOUDY,9,23.6,23.3,SIGHT,COILED,GOLF COURSE,WITHIN GRASS,2M N OF HOLE 7 FAREWAY,322620,5434946,-,53,79.5,465,125,340,MALE,ADULT,NA,100,100,E,E,NO,11:45,SEPTEMBER 6 2017,SAME AS CAPTURE,0,HAD OUR PAINT
989001006650685,9/16/2017,13:58,"DME, MB, JB ",NO,GOPHER,SUNNY,4,22.6,24.8,SIGHT,OTHER,OPEN FOREST,ON GROUND,25M S OF VILLAGE,322041,5435300,-,51,78.5,283,107,176,FEMALE,ADULT,NON-GRAVID,>100,>100,SW,SW,NO,14:21,SEPTEMBER 16 2017,SAME AS CAPTURE,0,BLED A LITTLE FROM PITT TAG
989001006650702,9/20/2017,12:30,INTERPRETERS,NO,GOPHER,SUNNY,4,UNKNOWN,UNKNOWN,SIGHT,MOVING,OPEN FOREST,PIT HOUSE,IN PITHOUSE,322076,5435177,-,77,75.5,187,80,107,FEMALE,ADULT,NON-GRAVID,75,75,SW,SW,YES,13:01,SEPTEMBER 20 2017,100M SOUTH OF VILLAGE,0,
989001006112878,9/20/2017,12:30,INTERPRETERS,NO,GOPHER,SUNNY,4,UNKNOWN,UNKNOWN,SIGHT,MOVING,SHRUB STEPPE,ON ROAD,100M S OF PITHOUSE,322099,5435130,-,54,100.5,512,99,413,FEMALE,ADULT,NON-GRAVID,75,75,SW,SW,NO,12:59,SEPTEMBER 20 2017,SAME AS CAPTURE,0,VERY LARGE FEMALE
989001006112808,9/25/2017,13:31,"DME, JH",YES,RATTLE,CLOUDY,8,20.7,20.7,SIGHT,HIDING/COILED,TALUS,UNDER ROCKS,DEN 6,322936,5435286,DEN 6,50,89.5,599,125,474,MALE,ADULT,NA,>100,>100,SW,SW,NO,13:41,SEPTEMBER 25 2017,SAME AS CAPTURE,0,
0A180D5F52,9/27/2017,11:55,"DME, RPR",YES,RATTLE,SUNNY,1,20.0,20.7,SIGHT,BASKING,OPEN FOREST,PILE OF ROCKS,SHED SITE S OF INTERPRETIVE TRAIL,322274,5435285,-,61,61.5,291,75,216,FEMALE,ADULT,NON-GRAVID,75,75,SW,SW,NO ,12:01,SEPTEMBER 27 2017,SAME AS CAPTURE,0,
989001006112854,9/27/2017,12:37,"DME, RPR",NO,RATTLE,SUNNY,2,21.5,29.4,SOUND,BASKING,TALUS,ON PINE NEEDLES,RC DEN,322479,5435557,RC DEN,61,41.5,120,75,45,FEMALE,JUVENILE,NON-GRAVID,>100,>100,SW,SW,NO,12:49,SEPTEMBER 27 2017,SAME AS CAPTURE,0,
989001006112859,9/27/2017,14:18,"DME, RPR",NO,RACER,SUNNY,0,24.9,25.3,SIGHT,MOVING,OPEN FOREST,ON GROUND,10M N OF SHED SITE,322244,5435309,-,4,46.0,149,109,140,MALE ,SUB ADULT,NA,100,100,SW,SW,NO,14:29,SEPTEMBER 27 2017,SAME AS CAPTURE,0,
989001006782029,9/28/2017,12:37,"DME, RPR",NO,RATTLE,SUNNY,0,24.0,23.6,SOUND,BASKING,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,4,46.5,184,107,77,FEMALE,JUVENILE,NON-GRAVID,>100,>100,SW,SW,NO,12:52,SEPTEMBER 28 2017,SAME AS CAPTURE,0,ABOUT TO SHED
989001006650676,9/28/2017,12:37,"DME, RPR",NO,RATTLE,SUNNY,0,24.0,23.6,SOUND,BASKING,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,53,35.9,156,119,37,MALE,NEONATE,NA,>100,>100,SW,SW,NO,12:50,SEPTEMBER 28 2017,SAME AS CAPTURE,0,
0A180D5F44,9/28/2017,13:41,"DME, RPR",YES,RATTLE,SUNNY,0,24.0,23.6,SIGHT,BASKING,TALUS,WITHIN ROCKS,DEN 6 SATELLITE,322952,5435278,DEN 6,53,55.5,280,119,161,MALE,ADULT,NA,>100,>100,SW,SW,NO,13:55,SEPTEMBER 28 2017,SAME AS CAPTURE,0,LUMP ON LEFT SIDE OF BODY (FLUID UNDER SKIN?) PERHAPS FROM EATING?
989001006112901,9/28/2017,14:28,"DME, RPR",NO ,RATTLE,SUNNY,0,29.9,27.1,SIGHT,MOVING,TALUS,ON ROCKS,DEN 6 SATELLITE,322952,5435278,DEN 6,4,58.5,240,107,133,FEMALE,ADULT,NON-GRAVID,>100,>100,SW,SW,NO ,15:00,SEPTEMBER 28 2017,SAME AS CAPTURE,0,BROKEN RATTLE 
989001006650691,9/28/2017,14:28,"DME, RPR",NO,RATTLE,SUNNY,0,29.9,27.1,SIGHT,BASKING,TALUS,WITHIN ROCKS,DEN 6 SATELLITE,322952,5435278,DEN 6,53,71.5,328,119,209,MALE,ADULT,NA,>100,>100,SW,SW,NO,15:00,SEPTEMBER 28 2017,SAME AS CAPTURE,0,
ESCAPED,9/28/2017,15:03,"DME, RPR",UNKNOWN,RACER,SUNNY,0,29.9,27.1,SIGHT,BASKING,TALUS,ON GROUND,DEN 6 SATELLITE,322952,5435278,DEN 6,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOW,ADULT,UNNKOWN,>100,>100,SW,SW,NO,NA,NA,NA,0,ESCAPED FROM PILLOWCASE
989001006782060,9/29/2017,12:19,"DME, RPR",NO,RATTLE,SUNNY,3,24.9,25.6,SIGHT ,BASKING,TALUS,ON GROUND BESIDE BOULDER,10M UPSLOPE DEN 8 ,322055,5435755,DEN 8,63,41.6,160,96,64,FEMALE,JUVENILE,NON-GRAVID,>100,>100,SW,SW,NO,12:42,SEPTEMBER 29 2017,SAME AS CAPTURE,0,
TOO SMALL,9/29/2017,12:40,"DME, RPR",NO ,RATTLE,SUNNY,4,24.9,23.6,SIGHT,COILED,TALUS,UNDER ROCK,DEN 8,322048,5435750,DEN 8,63,24.5,107,96,11,FEMALE,NEONATE,NON-GRAVID,>100,>100,SW,SW,NO,12:50,SEPTEMBER 29 2017,SAME AS CAPTURE,0,
