PIT Tag #,Date,Time,Researcher,Species,Encounter,Detection,Recap,Location,Mode,Avg Count,Error,Elevatlon,Easting,Northing,Waypoint,Habitat,Weather,Cloud cover,Ta,Tg,Comments,Pillow case,SVL,VTL,S + B,Bag,Mass,Sex,Age class,Gravid,Rattle paint,Photo #,Comments,Rel date,Rel time,Rel researcher,Days in captivity,Rel locatlon,Behaviour,Record #,Recapture Information,Hibernation Site
454f204e69,21/07/2005,11:37,JRB,Rattlesnake,05recap,Sight,Yes,Coyote den E of RS Pt,3D diff,75,2.5,305,320182,5436564,,Shrub-steppe,"Hot, Sunny",0,30.3,30,,,,,,,,,,,"Fiesta yellow, Red, Pt purple",,,,,,,Sighting only,Coiled in coyote den,2005-156a,,
457732644c,21/07/2005,11:30,JRB,Rattlesnake,05recap,Sight,Yes,NW tip of RS Pt,3D diff,25,4.1,281,319819,5436491,,Shrub-steppe,"Hot, Sunny",0,30.8,31.2,See driftwood tracking entry for details,,,,,,,,,,"Fiesta yellow, Fuchsia, Tango blue",,,,,,,Sighting only,Mating,2005-176a,,
454811651b,21/07/2005,11:30,JRB,Rattlesnake,05recap,Sight,Yes,NW tip of RS Pt,3D diff,25,4.1,281,319819,5436491,,Shrub-steppe,"Hot, Sunny",0,30.8,31.2,See driftwood tracking entry for details,,,,,,,,,,"Fiesta yellow, Citrus green, Lt blue",,,,,,,Sighting only,Mating,2005-122a,,
sighting,21/07/2005,11:30,JRB,Rattlesnake,Sight,Sight,No,NW tip of RS Pt,3D diff,25,4.1,281,319819,5436491,,Shrub-steppe,"Hot, Sunny",0,30.8,31.2,See driftwood tracking entry for details,,,,,,,,,,,,,,,,,Sighting only,Mating,sighting,,
4553756253,22/07/2005,8:30,GC staff,Rattlesnake,Capt,Sight,No,Mid 7th fairway,3D diff,50,5.4,359,322601,5434811,Co01220705,Grass,"Cool, Cloudy",100,,,,White plad,64.6,5.9,308,82,226,Male,Adult,NA,"Fiesta yellow, Car pink, Blue bell",Yes,Blood n 22/7/05,23/07/2005,15:39,JRB,1,"878m at 321819, 5435574, 6.5",,2005-192,,
45563a7e00,22/07/2005,17:30,JRB,Rattlesnake,Capt,Sight,No,High desert S end,3D diff,45,2.8,315,321878,5434849,Co02220705,Shrub-steppe,"Overcast, Cool",75,20.2,20.4,Mating with 193 also captured,striped,54.9,3.2,266,123,143,Female,Adult,No,"Fiesta yellow, Car pink, Tango blue",Yes,"Boderline adult, accident in tail paint same as 195",23/07/2005,16:21,JRB,1,At capture location,Mating,2005-193,,
44625a065d,22/07/2005,17:30,JRB,Rattlesnake,Capt,Sight,Yes,High desert S end,3D diff,45,2.8,315,321878,5434849,Co03220705,Shrub-steppe,"Overcast, Cool",75,20.2,20.4,Mating with 192 also captured,striped,70.1,5.5,368,94,274,Male,Adult,NA,"Fuchsia, Blue bell, Blue bell",Yes,,23/07/2005,16:21,JRB,1,At capture location,Mating,2005-194,,
sighting,22/07/2005,17:30,JRB,Rattlesnake,Sight,Sight,No,High desert S end,3D diff,45,2.8,315,321878,5434849,,Shrub-steppe,"Overcast, Cool",75,20.2,20.4,"Mating with strider, left undisturbed",,,,,,,Female,Adult,No,Unarked,,,,,,,Sighting only,Mating,sighting,,
Sighting,22/07/2005,18:44,JRB,Rattlesnake,Sight,Sight,No,"High desert, N ed",3D diff,92,4.4,314,321403,5435356,,,,,,,"Mating with oion, left to finish",,,,,,,,,,Unarked,,,,,,,Sighting only,,sighting,,
454b147a25,24/07/2005,9:40,Lindsay,Rattlesnake,Capt,Sight,No,Lone pine bridge,3D diff,50,2.5,329,322142,5435058,Co01240705,Shrub-steppe,"Warm, Windy",0,,,,Kids,53.4,4.9,234,90,144,Male,Adult,NA,"Fiesta yellow, Car pink, Daisy cream",Yes,,24/07/2005,17:24,JRB,,At capture location,Coiled under bridge,2005-195,,
4565613e16,24/07/2005,13:06,JRB,Rattlesnake,Capt,Sight,No,Below den 22,3D diff,95,1.9,344,321104,5436232,Co02240705,Rock slide,"Hot, Windy",0,27.6,31.6,,White plad,58.8,3.4,297,82,215,Female,Adult,Yes,"Fiesta yellow, Car pink, Royal blue",Yes,"Accident in tail paint, same as 192",25/07/2005,13:29,JRB,1,At capture location,Basking,2005-196,,
45527e4333,24/07/2005,13:06,JRB,Rattlesnake,Capt,Sight,No,Below den 22,3D diff,195,1.9,344,321104,5436232,Co03240705,Rock slide,"Hot, Windy",0,27.6,31.6,,White flowers,57.9,3.9,258,94,164,Female,Adult,No,"Fiesta yellow, Car pink, Lt blue",Yes,"May be gravid, coyldnt tell if lump in body was food or babies, more likely food I think, bood on 24/07/05",25/07/2005,13:29,JRB,1,At capture location,Basking,2005-197,,
45563c3159,24/07/2005,14:00,CG staff,Rattlesnake,05recap,Sight,Yes,At approx site 160,3D diff,100,6,276,321455,5435044,Co04240705,Path,"Hot, Windy",0,,,,Striped,,,,,,Male,Adult,,Blue,,blood on 24/7/05,24/07/2005,17:28,JRB,,"822 at 322272, 5435148, 5.8, ",,2005-169b,,
4462226167,24/07/2005,8:00,JRB,Rattlesnake,05recap,Sight,Yes,Orchard S  of CG,3D diff,10,5.5,303,321800,5434431,Co05240705,orchard,"Warm, Windy",0,,,Way pt estimated exact capt loc not known,Yellow/brown,,,,,,,,,"Fuchsia, Deep aqua, Daisy cream",,,24/07/2005,17:31,JRB,,"915m at 322266, 5435256, 5.5",,2005-96b,,
4557047572,26/07/2005,19:08,JRB,Rattlesnake,Capt,Sight,No,Below den 22,3D diff,195,1.9,344,321104,5436232,Co01260705,Shrub-steppe,"Hot, Sunny",25,35,33.8,,Green,61,5.2,310,105,205,Male,Adult,NA,"Fiesta yellow, Tango blue, Red",Yes,Blood on 27/7/05,29/07/2005,7:45,JRB,3,At capture location,Basking,2005-198,,
4603764235,27/07/2005,12:20,JRB,Rattlesnake,05recap,Sight,Yes,Riparian N of centre at hawthorne,3D gps,25,5.5,321,322011,5435049,Co01270705,Riparian,"Hot, Sunny",0,,,Waypt is 10m S due to poor reception,Green,,,,,,Male,Adult,,"Fiesta yellow, Red, Deep aqua",,,,,,,Sighting only,On the move,2005-163a,,
4559323e6b,27/07/2005,19:22,JRB,Rattlesnake,Capt,Sight,No,High desert N end,3D diff,50,5.6,355,321628,5435696,Co02270705,Shrub-steppe,"Hot, Sunny",0,32.2,31.7,,Green,68.8,5.7,328,95,233,Male,Adult,NA,"Fiesta yellow, Tango blue, Car pink",Yes,Blood on 280705,29/07/2005,10:59,JRB,2,At capture location,On the move,2005-199,,
456a3a6a67,27/07/2005,19:31,JRB,Rattlesnake,Capt,Sound,No,High desert N end,3D diff,43,2.5,354,321638,5435685,Co03270705,Shrub-steppe,"Hot, Sunny",0,32.2,31.7,"Heard him moving from 20m away, noisy rattle",White flowers,68.6,5.8,306,82,224,Male,Adult,NA,"Fiesta yellow, Tango blue, Fuchsia",Yes,Blood on 28/7/05,29/07/2005,10:59,JRB,2,At capture location,On the move,2005-200,,
456608626b,29/07/2005,10:03,JRB,Rattlesnake,Capt,Sight,No,Brush pile on W side of WS beach,3D diff,25,2.9,279,320265,5436058,Co01290705,"Open beach, lake edge","Hot, Sunny",0,32.3,30.6,"Moving very fast, very large",Kids,78.1,6.6,496,89,407,Male,Adult,NA,"Fiesta yellow, Tango blue, Citrus green",Yes,Blood on 29/07/05,31/07/2005,9:58,JRB,2,At capture location,On the move,2005-201,,
Sighting,27/07/2005,19:12,JRB,Rattlesnake,Sight,Sight,No,"High desert, N end",3D diff,80,5.5,343,321590,5435570,,Shrub-steppe,"Hot, Sunny",0,32.3,32.4,,,,,,,,,,,Unmarked,,,,,,,Sighting only,Mating w Mcbain,sighting,,
4565260d62,29/07/2005,9:05,JRB,Rattlesnake,05recap,Sight,Yes,NE RS Pt,3D diff,25,3.2,280,319869,5436647,,Shrub-steppe,"Hot, Sunny",0,26.6,26.6,,,,,,,,,,,"Fiesta yellow, Royal blue, Car pink",,,,,,,Sighting only,On the move,2005-124a,,
4566372b24,29/07/2005,10:00,JRB,Rattlesnake,05recap,Sight,Yes,E of WS beach,3D diff,25,2.9,279,320265,5436058,,Sand/brush pile,"Hot, Sunny",0,32.3,30.6,,,,,,,,,,,"Fiesta yellow, Citrus green, Royal blue",,,,,,,Sighting only,On the move,2005-121a,,
4462284360,30/07/2005,9:18,JRB,Rattlesnake,Capt,Sight,Yes,High desert S end,3D diff,65,6.7,326,321811,5435002,Co01300705,Shrub-steppe,"Warm, Sunny",0,22.6,24.1,,Green,57.1,4.8,272,108,164,Male,Adult,NA,"Fuchsia, Lt blue, Fuchsia",Yes,"No blood, small",31/07/2005,13:02,JRB,1,At capture location,On the move,2005-202,,
4553062360,30/07/2005,9:26,JRB,Rattlesnake,Capt,Sight,No,High desert S end,3D diff,85,3.3,325,321765,5434984,Co02300705,Shrub-steppe,"Warm, Sunny",0,24.8,25.4,See strider telem rec for mating details,Yellow/brown,68.2,6,375,120,255,Male,Adult,NA,"Fiesta yellow, Tango blue, Pt purple",Yes,Blood on 30/7/05,31/07/2005,13:04,JRB,1,At capture location,Mating,2005-203,,
45597e311a,30/07/2005,10:27,JRB,Rattlesnake,Capt,Sound,No,High desert E of N CG,3D diff,50,5.5,326,321584,5435196,Co03300705,Shrub-steppe,"Warm, Sunny",0,32.1,32.2,,White flowers,73.6,5.8,355,94,261,Male,Adult,NA,"Fiesta yellow, Tango blue, Blue bell",Yes,Blood on 30/7/05,31/07/2005,13:30,JRB,1,At capture location,Coiled under sage,2005-204,,
457478790f,30/07/2005,10:27,JRB,Rattlesnake,Capt,Sight,No,High desert E of N CG,3D diff,50,5.5,326,321584,5435196,Co03300705,Shrub-steppe,"Warm, Sunny",0,32.1,32.2,,White plad,60,4.4,279,81,198,Male,Adult,NA,"Fiesta yellow, Tango blue, Daisy cream",Yes,Blood on 30/7/05,31/07/2005,13:30,JRB,1,At capture location,Coiled under sage,2005-205,,
45306d0526,29/07/2005,21:30,CG staff,Rattlesnake,05recap,Sight,Yes,Above washroom 3,3D diff,115,7.2,283,321458,5434814,Co05300705,Sand,"Warm, Dusk",0,,,,Striped,,,,,,,,,"Fuchsia, Tango blue, Deep aqua",,,30/07/2005,17:03,JRB,1,"641m at 321830, 5435337, 2.9",On the move,2005-85a,,
4530080f3a,29/07/2005,20:30,CG staff,Rattlesnake,Capt,Sight,Yes,Road at CG main gate,3D gps,66,5.2,286,321680,5434584,Co05300705,Road,"Warm, Dusk",0,,,"Dead, hit on purpose for sure",,,,,,,Male,Adult,,"Fuchsia, Car pink, Pt purple",,,,,,,DOR,On the move,2005-206,,
4576177d3c,1/8/2005,15:58,JRB,Rattlesnake,Capt,Sight,No,Riparian N of centre,3D diff,50,5.5,315,321966,5435002,Co01010805,Riparian,"Warm, Overcast",75,23.3,25.6,,Striped,48.2,3.2,239,129,110,Female,Sub Adult,No,"Fiesta yellow, Tango blue, Daisy cream",Yes,,2/8/2005,13:26,JRB,1,At capture location,On the move,2005-207,,
Sighting,1/8/2005,16:28,JRB,Rattlesnake,Sight,Sight,No,Between pine stands,3D diff,50,4.7,345,321974,5435697,,"Shrub-steppe, boulder","Warm, Windy",75,27.1,28.1,With orion,,,,,,,Female,,,Unmarked,,,,,,,Sighting only,Mating,sighting,,
454c73125f,1/8/2005,18:18,JRB,Rattlesnake,05recap,Sight,Yes,High desert S end,3D diff,62,4.4,303,321753,5434750,,Shrub-steppe,"Warm, Sunny",50,27.9,29.2,With woody,,,,,,,Female,,,"Fiesta yellow, Lt blue, Blue bell",,Colour visually confirmed,,,,,Sighting only,Mating,2005-87a,,
456f6a6f6b,2/8/2005,9:07,JRB,Rattlesnake,Capt,Sight,No,N of concrete blocks 50m,3D diff,40,3.2,283,320897,5435738,Co01020805,Path,"Warm, Windy",0,19.2,18,,Striped,70.4,5.7,343,85,258,Male,Adult,NA,"Fiesta yellow, Tango blue, Royal blue",Yes,Blood on 2/8/05,3/8/2005,9:00,RH,1,At capture location,On the move,2005-208,,
45527d0a5c,2/8/2005,9:15,JRB,Rattlesnake,Capt,Sight,No,N of concrete blocks 50m,3D diff,50,7.3,281,320856,5435759,Co02020805,Path,"Warm, Windy",0,19.2,18,Smaller of 2 in bag,yellow/brown,53.2,4.3,257,121,136,Male,Adult,NA,"Fiesta yellow, Tango blue, Lt blue",Yes,,3/8/2005,9:00,RH,1,At capture location,On the move,2005-209,,
455a030418,2/8/2005,10:05,JRB,Rattlesnake,Capt,Sight,No,Hill E of marsh,3D diff,50,2.9,290,320275,5436400,Co03020805,Shrub-steppe,"Warm, Windy",0,28.3,23.5,Near warrick,Green,61.2,5.3,308,108,200,Male,Adult,NA,"Fiesta yellow, Car pink, Lt blue",Yes,Blood on 2/8/05,3/8/2005,9:00,RH,1,At capture location,On the move,2005-210,,
4559620b22,2/8/2005,10:05,JRB,Rattlesnake,Capt,Sight,No,Hill E of marsh,3D diff,50,2.9,290,320275,5436400,Co03020805,Shrub-steppe,"Warm, Windy",0,28.3,23.5,Near warrick,kids,69.4,5.4,327,90,237,Male,Adult,NA,"Fiesta yellow, Deep aqua, Red",Yes,Blood on 2/8/05,3/8/2005,9:00,RH,1,At capture location,On the move,2005-211,,
Sighting,2/8/2005,13:37,JRB,Rattlesnake,Sight,Sight,No,N desert N end,3D diff,50,6.2,338,320513,5436766,,Shrub-steppe,"Warm, Windy",0,28,26.2,Mating witg R2D2,,,,,,,Female,,,,,,,,,,Sighting only,Mating,sighting,,
Sighting,2/8/2005,13:37,JRB,Rattlesnake,Sight,Sight,No,N desert N end,3D diff,50,6.2,338,320513,5436766,,Shrub-steppe,"Warm, Windy",0,28,26.2,"Coiled beside R2D2 and female, didnt have enough hands to catch",,,,,,,Male,,,,,,,,,,Sighting only,Coiled,sighting,,
456f25182b,5/8/2005,10:11,JRB,Rattlesnake,Capt,Sight,No,Hill E of RS Pt,3D diff,50,3.2,304,320199,5436520,Co01050805,Shrub-steppe,"Hot, Sunny",0,28.8,33.7,,Green patterns,,4.5,286,109,177,Male,Adult,NA,"Fiesta yellow, Deep aqua, Car pink",Yes,,6/8/2005,14:38,RH,1,At capture location,Coiled in open,2005-212,,
4531781366,4/8/2005,21:30,CG staff,Rattlesnake,Capt,Sight,No,Cg volleyball net,3D diff,20,5.5,298,321458,543484,,Sand,"Warm, Dusk",0,,,,Yellow,,5.4,378,152,226,Male,Adult,NA,"Fiesta yellow, Deep aqua, Fuchsia",Yes,,6/8/2005,14:30,RH,2,"52m at 321930, 5434988",Moving,2005-213,,
452e260d22,5/8/2005,14:12,Lindsay,Rattlesnake,05recap,Sight,Yes,Village,3D diff,10,6.1,337,321971,5435358,,,,,,,,,,,,,,,,,,,Tipi,5/8/2005,14:39,JRB,,At capture location,,2005-63a,,
4576580319,6/8/2005,8:33,RH,Rattlesnake,Capt,Sight,No,NW of village,3D diff,50,4.7,345,321820,5435386,Co01060805,Shrub-steppe,"Warm, Sunny",,,,,,,5.1,271,98,173,Male,Sub Adult,NA,"Fiesta yellow, Deep aqua, Citrus green",Yes,,6/8/2005,14:42,RH,,At capture location,,2005-214,,
4552171973,7/8/2005,8:07,RH,Rattlesnake,Capt,Sight,No,"Base of mtn, den 22",3D diff,50,5.3,357,320931,5436614,Co01070805,Shrub-steppe,"Warm, Sunny",,,,,,,5,297,103,194,Male,Adult,NA,"Fiesta yellow, Deep aqua, Pt purple",Yes,,9/8/2005,14:20,RH,2,At capture location,,2005-215,,
4606681557,7/8/2005,9:25,RH,Rattlesnake,Capt,Sight,No,Rs Pt,3D diff,40,5.7,280,319822,5436489,Co02070805,Shrub-steppe,"Warm, Sunny",0,,,,,,6.4,402,79,323,Male,Adult,NA,"Fiesta yellow, Deep aqua, Blue bell",Yes,,9/8/2005,14:53,RH,2,At capture location,,2005-216,,
4304425d03,8/8/2005,8:00,CG staff,Rattlesnake,05recap,Sight,Yes,CG store,3D diff,50,8.2,284,321496,5434750,Co03080805,Grass,"Warm, Sunny",,,,,,,,,,,,,,"Blue, Yellow, Blue",,,8/8/2005,12:23,RH,,"321948, 5434969",,2005-118a,,
445c722749,8/8/2005,9:06,RH,Rattlesnake,05recap,Sight,Yes,CG site 73,3D diff,50,5.4,303,321488,5434990,,Shrub-steppe,"Warm, Sunny",,,,,,,,,,,,,,"Fuchsia, Blue bell, Tango blue",,,8/8/2005,12:40,RH,,"321993, 5435008",,2005-100a,,
456a701d3f,8/8/2005,20:00,GC staff,Rattlesnake,Capt,Sight,No,Between 5th and 6th hole,3D diff,10,5.4,321,322374,5434894,,Grass,"Warm, Sunny",,,,,,66,5,324,126,198,Male,Adult,NA,"Fiesta yellow, Blue bell, Red",Yes,,12/8/2005,7:06,RH,4,"322216, 5435373",,2005-217,,
45597e311a,9/8/2005,8:00,RH,Rattlesnake,05recap,Sight,Yes,CG site 67,3D gps,10,5.8,280,321429,5435095,,CG,"Warm, Sunny",,,,,,,,,,,,,,"Fiesta yellow, Tango blue, Blue bell", ,,10/8/2005,14:41,RH,1,"321925, 5435019",,2005-204a,,
43604a3027,9/8/2005,8:00,CG staff,Rattlesnake,Capt,Sight,Yes,CG volleyball net,3D diff,20,5.5,298,321458,543484,,sand,"Warm, Sunny",,,,,,,,,,,Male,Adult,NA,"Yellow, Pink, Blue",No,,10/8/2005,14:37,RH,1,"321925, 5435004",,2005-218,,
44616e4c32,10/8/2005,7:51,RH,Rattlesnake,Capt,Sight,Yes,W of village,3D diff,20,4.1,345,321741,5435452,,Shrub-steppe,"Warm, Sunny",0,,,,,,,295,124,171,Male,Adult,NA,"Fuchsia, Red, Deep aqua",,,10/8/2005,15:09,RH,,At capture location,,2005-219,,
4575086553,10/8/2005,9:11,RH,Rattlesnake,Capt,Sight,No,W of WS beach,3D diff,25,3.2,284,320307,5436065,,Lake edge,"Warm, Sunny",0,,,,,,5.7,,,,Male,Adult,NA,Fiesta yellow,Yes,,11/8/2005,10:15,RH,1,At capture location,,2005-220,,
456f1c0d54,10/8/2005,9:15,Lindsay,Rattlesnake,Capt,Sight,No,village,3D diff,10,6.1,337,321971,5435358,,Shrub-steppe,"Warm, Sunny",,,,,,,5.4,,,,Male,Adult,N/A,"Fiesta yellow, Deep aqua, Daisy cream",,,10/8/2005,14:57,RH,,At capture location,,2005-221,,
C004100805,10/8/2005,14:33,Lindsay,Rattlesnake,Capt,Sight,No,Road Across from Centre,,50,4.1,330,322068,5434801,,Road,,,,,Dead on Road,,,,,,,Male,Adult,N/A,unmarked,,,,,,,DOR,,2005-222,,
45754a052f,11/8/2005,8:45,RH,Rattlesnake,Capt,Sight,No,Rs Pt,3D diff,25,4.3,283,319875,5436511,,Shrub-steppe,"Hot, Sunny",0,,,,,,4.3,266,99,167,Male,Adult,NA,"Fiesta yellow, Deep aqua, Royal blue",,,11/8/2005,15:34,RH,,At capture location,,2005-223,,
45511f294a,11/8/2005,8:45,RH,Rattlesnake,05recap,Sight,Yes,Rs Pt,3D diff,25,4.3,283,319875,5436511,,Shrub-steppe,"Warm, Sunny",0,,,,,,,,,,,,,"Fiesta yellow, Daisy cream, Deep aqua",,,11/8/2005,15:31,RH,,At capture location,,2005-145a,,
456d166b47,11/8/2005,10:43,RH,Rattlesnake,Capt,Sight,No,N of WS,3D diff,75,5.4,287,320232,5436357,,Shrub-steppe,"Warm, Sunny",0,,,,,,5.5,326,120,206,Male,Adult,NA,"Fiesta yellow, Deep aqua, Lt blue",,,11/8/2005,15:12,RH,,At capture location,,2005-224,,
4559323e6b,12/8/2005,8:03,RH,Rattlesnake,05recap,Sight,Yes,Cg store,3D diff,10,4.9,280,321517,5434722,,CG,"Warm, Overcast",,,,,,,,,,,,,,"Fiesta yellow, Tango blue, Car pink",,,12/8/2005,9:38,RH,,"321947, 5434975",,2005-199a,,
4310264428,12/8/2005,8:08,RH,Rattlesnake,05recap,Sight,Yes,CG store,3D diff,10,4.9,280,321517,5434722,,CG,"Warm, Overcast",,,,,,,,,,,,,,"Red, Green, White",,,12/8/2005,9:38,RH,,"321949, 5434975",,2005-181a,,
4532422759,12/8/2005,8:22,CG staff,Rattlesnake,Capt,Sight,Yes,N washroom,3D diff,20,2.8,280,321303,5435357,,CG,"Warm, Overcast",,,,,,,5.7,325,125,200,Male,Adult,NA,"Fuchsia, Daisy cream, Pt purple",,,12/8/2005,10:03,RH,,"321751, 5435131",,2005-225,,
433e245f03,12/8/2005,8:33,CG staff,Rattlesnake,Capt,Sight,Yes,N washroom,3D diff,20,2.8,280,321303,5435357,,CG,"Warm, Overcast",,,,,,,,,,,Female,Adult,,"Blue, Red White",,,12/8/2005,10:03,RH,,"321751, 5435131",,2005-226,,
4555672c62,12/8/2005,7:54,RH,Rattlesnake,Capt,Sight,No,N washroom at CG,3D diff,40,5.2,279,321340,5435327,,CG,"Warm, Overcast",,,,,,58.4,3.5,273,124,149,Female,Adult,No,Fiesta yellow,Yes,1 rattle only,14/08/2005,10:18,JRB,2,"598m at 321858, 5435028, 2.8",,2005-227,,
457b5f2579,13/08/2005,12:00,CG staff,Rattlesnake,05recap,Sight,Yes,Site 147,3D diff,100,6.1,288,321427,5434879,,CG,"Hot, Sunny",0,,,,Yellow/brown,,,,,,,,,Fiesta Yellow,,,14/08/2005,10:15,JRB,1,"498m at 321886, 5435060, 3.2",,2005-157b,,
4575502744,15/08/2005,10:46,JRB,Rattlesnake,Capt,Sight,No,Ravine entrance,3D diff,175,3.5,303,320135,5436723,Co01150805,"Shrub-steppe, Antelope brush",Hot,25,31.9,34.2,,Pink/green plad,58.6,5,282,130,152,Male,Sub Adult,NA,"Fiesta yellow, Blue bell, Car pink",Yes,,17/08/2005,15:41,JRB,2,At capture location,Coiled,2005-228,,
456c6d7b63,15/08/2005,10:46,JRB,Rattlesnake,Capt,Sight,No,Ravine entrance,3D diff,175,3.5,303,320135,5436723,Co01150805,"Shrub-steppe, Antelope brush",Hot,25,31.9,34.2,,triangle patterns,64.6,3.5,231,107,124,Female,Adult,No,"Fiesta yellow, Blue bell, Fuchsia",Yes,,17/08/2005,15:42,JRB,2,At capture location,Coiled,2005-229,,
445c722749,17/08/2005,12:24,CG staff,Rattlesnake,05recap,Sight,Yes,N washroom on road,,40,5.2,279,321340,5435327,,Road,"Overcast, Cool",,,,,,,,,,,Male,,,,,"3time at CG THIS year, last one was fatal",,,,,DOR,On the move,2005-100b,,
Maximus,15/08/2005,14:36,CG staff,Rattlesnake,05recap,Sight,Yes,Unknown at CG,,,,,322,543,,,,,,,"Capture location unknown, no one could recall catching it, maximus",,,,,,,Female,Adult,,,,Rattle broken off to basexsegment,17/08/2005,14:37,JRB,2,"321823, 5435165, 5.0",,Maximus,,
456a455757,17/08/2005,16:05,JRB,Rattlesnake,Capt,Sight,No,Ravine E of RS Pt half to mtn,3D gps,20,4.6,333,320545,5436789,Co01170805,Shrub-steppe,"Warm, Cloudy",50,27.7,28.1,,Yellow/brown,54.8,3.5,248,126,122,Female,Sub Adult,No,"Fiesta yellow, Blue bell, Daisy cream",Yes,,19/08/2005,11:48,JRB,2,At capture location,On the move,2005-230,,
456c226843,19/08/2005,9:49,JRB,Rattlesnake,Capt,Sight,No,Just N of concrete blocks,3D diff,10,3.6,278,320892,5435742,Co01190805,Shrub-steppe,"Warm, Sunny",0,20.3,20.7,,Blue stripe,67.5,5.6,336,98,238,Male,Adult,NA,"Fiesta yellow, Blue bell, Citrus green",Yes,,20/08/2005,13:52,JRB,1,At capture location,On the move,2005-231,,
456f451a69,19/08/2005,11:01,JRB,Rattlesnake,Capt,Sight,No,RS Pt,3D diff,10,4.8,281,319840,5436498,Co02190805,Shrub-steppe,"Hot, Sunny",0,27.2,26.9,,Blue,62.8,3.4,297,104,193,Female,Adult,No,"Fiesta yellow, Blue bell, Pt purple",Yes,Blood on 19/8/05,19/08/2005,16:26,JRB,,At capture location,On the move,2005-232,,
45307d3b5f,23/08/2005,11:06,JRB,Rattlesnake,Capt,Sight,Yes,Riparian N of centre,3D diff,30,7,320,322021,5435059,Co01220805,Riparian,"Warm, Overcast",75,20.1,22,,,69.4,5.5,356,127,229,Male,Adult,NA,"Fuchsia, Royal blue, Tango blue",Yes,,24/08/2005,15:58,JRB,1,At capture location,On the move,2005-233,,
Sighting,23/08/2005,12:53,JRB,Rattlesnake,Sight,Sight,No,High desert N end,3D diff,100,2.4,347,321666,5435521,,Shrub-steppe,"Warm, Overcast",75,23.4,27.3,Mating with mcbain,,,,,,,,,,,,,,,,,Sighting only,Mating,sighting,,
457732644c,22/08/2005,10:56,JRB,Rattlesnake,05recap,Sight,Yes,RS Pt at log,3D diff,25,2.4,279,319798,5436456,,Shrub-steppe,Warm,75,25.6,26.2,,,,,,,,,,,"Fiesta yellow, Fuchsia, Tango blue",,,,,,,Sighting only,Basking,2005-176b,,
Co01240805,24/08/2005,11:52,JRB,Rattlesnake,Capt,Sight,No,Rocks below den 22,3D diff,100,2.8,348,321101,5436235,,Rock outcrop,"Hot, Sunny",0,29.2,27.5,Sighting of FY-CP LT B,Pink/blue patterns,24.1,1.4,27,10,17,,Neonate,NA,Fiesta yellow,yes,"Fy-cp-tb is mother, she was still with the babies, 3 visible, all caught, were born within the last 48h, probablly less as they havent shed",25/08/2005,17:30,JRB,1,At capture location,"Coiled, Basking",2005-234,,
Co02240805,24/08/2005,11:52,JRB,Rattlesnake,Capt,Sight,No,Rocks below den 22,3D diff,100,2.8,348,321101,5436235,,Rock outcrop,"Hot, Sunny",0,29.2,27.5,Sighting of FY-CP LT B,Pink/blue patterns,22.9,1.9,25,10,15,,Neonate,NA,Fiesta yellow,Yes,"Fy-cp-tb is mother, she was still with the babies, 3 visible, all caught, were born within the last 48h, probablly less as they havent shed",25/08/2005,17:30,JRB,1,At capture location,"Coiled, Basking",2005-235,,
Co03240805,24/08/2005,11:52,JRB,Rattlesnake,Capt,Sight,No,Rocks below den 22,3D diff,100,2.8,348,321101,5436235,,Rock outcrop,"Hot, Sunny",0,29.2,27.5,Sighting of FY-CP LT B,Pink/blue patterns,23.5,1.9,27,10,17,,Neonate,NA,Fiesta yellow,Yes,"Fy-cp-tb is mother, she was still with the babies, 3 visible, all caught, were born within the last 48h, probablly less as they havent shed",25/08/2005,17:30,JRB,1,At capture location,"Coiled, Basking",2005-236,,
4565613e16,24/08/2005,11:52,JRB,Rattlesnake,05recap,Sight,No,Rocks below den 22,3D diff,100,2.8,348,321101,5436235,,Rock outcrop,"Hot, Sunny",0,29.2,27.5,Sighting of FY-CP LT B,,,,,,,,,,"Fiesta yellow, Car pink, Tango blue",,"Fy-cp-tb is mother, she was still with the babies, 3 visible, all caught, were born within the last 48h, probablly less as they havent shed, mom left to recover without stress",,,,,Sighting only,"Coiled, Basking",2005-196a,,
45527e4333,24/08/2005,11:52,JRB,Rattlesnake,05recap,Sight,No,Rocks below den 22,3D diff,100,2.8,348,321101,5436235,,Rock outcrop,"Hot, Sunny",0,29.2,27.5,Sighting of FY-CP LT B,,,,,,,,,,"Fiesta yellow, Car pink, Tango blue",,"Fy-cp-tb is mother, she was still with the babies, 3 visible, all caught, were born within the last 48h, probablly less as they havent shed",,,,,Sighting only,"Coiled, Basking",2005-197a,,
4553062360,25/08/2005,15:15,JRB,Rattlesnake,05recap,Sound,Yes,Below den 05,3D diff,70,5.6,357,321721,5435910,C001250805,"Shrub-steppe, Rock outcrop","Hot, Sunny",0,32.3,33.2,,,,,,,,,,,"Fiesta yellow, Tango blue, Pt purple",,"Adult male, another snake here but couldnt see if it was marked or not",,,,,Sighting only,Coiled,2005-203a,,
456608626b,31/08/2005,12:20,JRB,Rattlesnake,05recap,Sight,Yes,Below den 22,3D diff,113,2.3,346,32103,5436234,,Shrub-steppe,"Warm, Sunny",25,29.1,304,Moved very close to me then became agressive,,,,,,,Male,,,"Fiesta yellow, Tango blue, Citrus green",,,,,,,Sighting only,On the move,2005-201a,,
