PIT Tag #,Date,Time,Researcher,Spp,Encounter,Detection,Recap,Location,Mode,Avg Count,Error,Elevatlon,Easting,Northing,Waypoint,Habitat,Weather,Cloud cover,Ta,Tg,Comments,Pillow case,SVL,VTL (cm),S + B,Bag,Mass (g),Sex,Age class,Gravid,Rattle paint,Photo #,Comments,Rel date,Rel time,Rel researcher,Days in captivity,Rel locatlon,Behaviour,Record #,Type,Dist to Building,Dist to Road,Dir to Building,Dir to Road,
4725504166,6/11/2009,9:38,WCD,Rattlesnake,,Sight,No,N desert,3D diff,48,4.9,365,321505,5435922,39,Antelope brush,Sunny,10,29.1,25,New rattlesnake,15,60.7,3.6,254,95,159,Female,Adult,No,"Pine Green, Pt purple., Lt blue",,Inserted pittag.,6/12/2009,12:00,"CIK, WCD",1,,On the move,2009-069,Capt,500m to campground,500m,S,S,
47240C6832,6/11/2009,9:53,"CIK, WCD",Rattlesnake,,Sound,No,N desert,3D diff,38,4.2,354,321435,5435936,41,Boulder,"Sunny, Hot",10,24.5,24.9,New snake,Green inside of white,67.7,5.5,301,98,203,Male,Adult,NA,"Pine Green, Pt purple, Royal blue",Yes,,6/12/2009,12:00,"WCD, CIK",1,,On the move,2009-070,Capt,1500m,1600m,S,S,
4724083A0D,6/12/2009,9:53,CG staff,Rattlesnake,,Sight,No,Campground,3D diff,20,3.1,277,321448,5434720,466,CG,,,0,0,,White with yellow trim,62.2,5,298,101,197,Male,Adult,NA,"Pine Green, Pt purple, Blue bell",,Inserted a pittag.,6/12/2009,12:01,"WCD, CIK",0,Village riperean,On the move,2009-071,Capt,,,,,
Neonate,6/13/2009,10:34,CG staff,Neonate,,Sight,No,Campground,3D diff,20,3.1,277,321448,5434720,466,CG,,,0,0,,.white with purple,,2,127,112,15,,Neonate,,Pine Green,,,6/13/2009,0:00,,0,,On the move,2009-072,Capt,,,,,
Neonate,6/14/2009,15:28,CG staff,Neonate,,Sight,No,"Campground, by site 16",3D diff,28,4.9,290,321501,5434701,481,CG,,,0,0,Found by site 16,White with blue flower.,,2.2,111,95,16,,Neonate,NA,Pine Green,,,,0:00,,0,,On the move,2009-073,Capt,,,,,
471D546718,6/15/2009,19:59,"WCD, CIK",Rattlesnake,,Sight,No,Between holes 3and 5,3D diff,24,4,350,322345,5434855,54,Grassland,"Hot, Light showers, Sunny",75,24,23,,5,46.9,3.3,164,93,71,Female,Sub Adult,No,"Pine Green, Pt purple, Citrus green",,,6/18/2009,17:06,CIK,3,Black drift fence.,On the move,2009-074,Capt,100m,100m,W,W,
446238055B,6/23/2009,,JH,Rattlesnake,,,No,Golf course-#9 Tee Box,,25,4.8,343,322534,5434558,463,Golf Course,,,,,,,,6.5,399,112,287,Male?,Adult,NA,,, Snake is about to shed=> eyes are cloudy,6/24/2009,,JH,,Behind Power Station; above Hole 7,,2009-140,Capt,,,,,No data taken?
464E792E50,6/23/2009,,JH,Rattlesnake,,,No,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,2009-138,Capt,,,,,No data taken?
472378767D,6/23/2009,,JH,Rattlesnake,,,Yes,Campground,,20,3.1,277,321448,5434720,466,Campground,,,,,,,,4.5,300,120,180,Female,Adult,,"Pine Green, Fiesta Yellow, Royal Blue",,,,,,,,,2009-139,Capt,,,,,
Neonate,6/23/2009,,JH,Rattlesnake,,,No,Campground,,20,3.1,277,321448,5434720,466,Campground,,,,,,,33,2,,,,,,,,,John measured it and painted the button,,,,,,,2009-137,Capt,,,,,
471D51131E,6/27/2009,10:12,CG staff,Rattlesnake,,Sight,No,Campground,,20,3.1,277,321448,5434720,466,CG,,,0,0,,7,66.6,4.3,311,111,200,Female,Adult,No,"Pine Green, Fiesta yellow, Lt blue",,inserted pittag,6/30/2009,16:13,JH,3,Village riperean,On the move,2009-075,Capt,,,,,
Neonate,6/28/2009,14:01,CG staff,Neonate,,Sight,Yes,Campground,,20,3.1,277,321448,5434720,466,,,,0,0,,16,,1.7,107,99,8,,Neonate,NA,Pine Green,,Recap neonate,6/30/2009,16:14,JH,2,Village riperean,,2009-079,Capt,,,,,
4725621753,6/30/2009,14:19,CG staff,Rattlesnake,,Sight,No,Campground,,20,3.1,277,321448,5434720,466,CG,,,0,0,,Green solid,,5.2,330,125,205,Male,Adult,NA,"Citrus green, Royal blue, Fiesta yellow",,,6/30/2009,16:14,JH,0,Village riperean,On the move,2009-081,Capt,,,,,
43133B161B,6/30/2009,13:44,CG staff,Rattlesnake,,Sight,No,Campground,,20,3.1,277,321448,5434720,466,CG,,,0,0,,Troll,,3.7,300,86,214,Female,Adult,No,"Daisy cream, Fiesta yellow, Fiesta yellow",,,6/30/2009,16:15,JH,0,Village riperean,On the move,2009-078,Capt,,,,,
472B6B3B6E,6/30/2009,11:07,GC staff,Rattlesnake,,Sight,No,Golf Course,,36,4.9,342,322328,3454777,461,GC,,,0,0,,13,59.8,3.4,217,109,108,Female,Sub Adult,No,"Pine Green, Fiesta yellow, Deep aqua",,inserted pittag,6/30/2009,14:46,"CIK, JH",0,above water station,On the move,2009-076,Capt,,,,,
Neonate,6/30/2009,12:00,CG staff,Neonate,,Sight,No,Campground,,20,3.1,277,321448,5434720,466,CG,,,0,0,,Green,,1.8,88,77,11,,Neonate,NA,Pine Green,,,6/30/2009,16:15,JH,0,Village riperean,On the move,2009-077,Capt,,,,,
Neonate,6/30/2009,14:08,CG staff,Neonate,,Sight,No,Campground,,20,3.1,277,321448,5434720,466,CG,,,0,0,,11,,2.1,135,122,13,,Neonate,NA,Pine Green,,,6/30/2009,16:14,JH,0,Village riperean,On the move,2009-080,Capt,,,,,
4711517863,7/3/2009,16:00,BS,Rattlesnake,,Sight,No,Paradise Park RV Resort,,,,,322,543,,RV park,,,,,,9,42.3,2.7,182,105,77,Female,Sub Adult,No,"Pine Green, Fiesta yellow, Car pink",,Kept for several days while she digested. Photos taken 10/7/2009=> released that date? ,,,,,released by Barb & Marjorie up behind east houses & cattle,On the move,2009-086,Capt,,,,,
47241F5A64,7/4/2009,22:04,GC staff,Rattlesnake,,Sight,No, Golf Course,,36,4.9,342,322328,3454777,461,"GC, Fairway 3",,,,,,12,59,3.6,266,102,164,Female,Adult,No,"Pine Green, Fiesta yellow, Pt purple",,,7/7/2009,16:27,LMT,3,Village riperean,On the move,2009-085,Capt,,,,,
471E4F1E22,7/6/2009,13:31,CG staff,Rattlesnake,,Sight,No,Campground,,20,3.1,277,321448,5434720,466,CG,,,,,,Blue flowers,57.2,3.1,186,110,76,Female,Adult,No,"Pine Green, Fiesta yellow, Blue bell",,,7/7/2009,16:26,LMT,1,Village riperean,On the move,2009-084,Capt,,,,,
4A1D751E33,7/6/2009,15:07,CIK,Rattlesnake,,Sight,No,Drift fence,3D diff,28,4.3,382,322731,5434544,76,Drift fence,"Sunny, Windy",25,23.8,24.4,Under the drift fence coiled,Yellow ,67.1,5.3,317,118,199,Male,,NA,"Gold, Citrus Green, Fuchsia",,,,0:00,,,,Coiled,2009-082,Capt,100m,10m,N,N,
CO060709,7/6/2009,14:46,CG staff,Rattlesnake,,Sight,No,Campground,3D diff,20,3.1,277,321448,5434720,466,CG,,,,,,,28.9,2.2,126,112,14,,Neonate,NA,Pine Green,,,7/7/2009,16:27,LMT,1,Village riperean,On the move,2009-087,Capt,,,,,
4578502655,7/7/2009,16:07,Interpreter Staff,Rattlesnake,,Sight,Yes,Lone Pine Bridge,3D diff,27,4.7,331,322144,5435058,433,"Antelope brush, Lone pine bridge",,,,,,0,83.5,5.6,612,95,517,Male,Adult,NA,"Royal blue, Fiesta yellow",,Tipi,7/8/2009,13:30,OMM,1,Village riperean,Coiled,2009-089,Capt,50,100,S,,
45310C3822,7/7/2009,15:48,Interpreter Staff,Rattlesnake,,Sight,No,Sweatlodge,3D diff,48,4.4,333,321970,5435359,179,Sweatlodge,,,,,,,77,6.4,421,91,330,Male,Adult,NA,"Tango blue, Tango blue, Fiesta yellow",,Derek,7/8/2009,16:00,OMM,1,Village riperean,,2009-096,Capt,,,,,
457A10006E,7/7/2009,16:41,BM,Rattlesnake,,Sight,No,Lone Pine Bridge,3D diff,27,4.7,331,322144,5435058,433,"Antelope brush, Lone pine bridge",,,,,,23,61.9,3.6,289,125,164,Female,Adult,No,"Red, Royal blue, Fiesta yellow",,,7/8/2009,13:30,OMM,1,,Coiled,2009-088,Capt,100,150,S,,
47241F4C34,7/7/2009,12:27,CIK,Rattlesnake,,Sound,No,Mackenzie shedding site,3D diff,71,4.9,359,322134,543631,83,"Grassland, Boulder",,,,,,Lion King,62.6,3.9,358,105,253,Female,Adult,No,"Pine Green, Fiesta yellow, Red",,,7/8/2009,10:30,CIK,1,At capture location,On the move,2009-083,Capt,700,750,S,S,
430F5B2E26,7/8/2009,12:23,OMM,Rattlesnake,,Sight,Yes,Lone Pine Bridge,3D diff,27,4.7,331,322144,5435058,433,Lone pine bridge,,,,,,24,78.6,6.1,377,95,282,Male,Adult,NA,"Tango blue, Fiesta yellow",,"Billy.
Freshly shed skin",7/8/2009,13:15,LMT,,Lone Pine bridge,Coiled,2009-094,Capt,100,150,S,S,
433E525C64,7/8/2009,16:35,CIK,Rattlesnake,,Sight,Yes,Coverboards,3D diff,10,4.3,303,321698,5434718,98,CoverBoard,,,,,,7,72.9,,,,,Male,Adult,NA,"Tango blue, Fiesta yellow",,Record lost; photos taken,7/9/2009,9:00, OMM,1,Village riperean,Coiled,2009-092,Capt,150,155,S,S,
43602B674F,7/8/2009,14:42,JSH,Rattlesnake,,Sight,No,Coverboard 7,3D diff,32,4.4,300,321633,5434798,483,CoverBoard,,,,,,White,61.7,3.4,263,94,169,Female,Adult,?,"Fuschia, Pet. Purple, Royal Blue",,,7/9/2009,11:58,CIK,1,At capture location,Coiled,2009-090,Capt,250,200,S,W,
445E1B2963,7/8/2009,12:24,OMM,Rattlesnake,,Sight,No,Lone Pine Bridge,3D diff,27,4.7,331,322144,5435058,433,"Bridge, Lone pine bridge",,,,,,1,67.8,5.4,345,119,226,Male,Adult,,"Fuchsia, Red, Lt blue",,,7/8/2009,15:30,LMT,,Lone Pine bridge,,2009-095,Capt,100,150,S,S,
472545592A,7/8/2009,15:04,CIK,.Juvenile,,Sight,No,Coverboards A4,3D diff,58,4.9,309,321699,5434714,93,CoverBoard,,,,,Part of record lost,26,33.8,1.8,129,100,29,Female,Juvenile,No,"Pine Green, Fiesta yellow",,"Third colour is tango blue, but snake is too little to paint.
Possibly female?",,,,,,Under coverboard,2009-091,Sight,200,200,S,S,
484C613B7B,7/8/2009,11:00,GC staff,Rattlesnake,,Sight,No,Golf Course,3D diff,36,4.9,342,322328,5434777,461,"
 GC",,,,,9th T box,23,66.6,5.4,313,101,212,Male,Adult,No,"Gold,Fiesta yellow, Red",,,7/8/2009,13:30,OMM,,Village riperean,,2009-093,Capt,,,,,
452F591833,,,,Rattlesnake,,,,,,,,,,,,,,,,,,,75.8,,,,,Male,Adult,NA,"Fuchsia, Royal blue, Lt blue",,,7/8/2009,,,,,,2009-148,Capt,,,,,"No info recorded but photos were taken (dating 8/7/2009, written by LMT). Maybe the data is in one of the palm pilots?????? "
471D713229,7/10/2009,9:20,"CIK, ARB",Rattlesnake,,Sight,No,dirt road east of parking lot entrance,3D diff,17,4.5,290,321914,5434864,106,dirt road,Sunny,0,23.2,22.3,,13,68.4,5.2,362,110,252,Male,Adult,NA,"Pine Green, Fiesta yellow, Fuchsia",,,,,,,,On the move,2009-097,Capt,250,100,E,S,
433E06795F,7/14/2009,15:23,GC staff,Rattlesnake,,Sight,Yes,Golf Course,3D diff,36,4.9,342,322328,5434777,461,Golf Course,,,,,,30,74.4,5.8,412,135,277,Male,Adult,NA,"Red, Daisy cream,, Car pink",,,,,,,,On the move,2009-098,Capt,,,,,
472C762437,7/14/2009,9:49,"ARB, CIK,, LMT",Rattlesnake,,Sight,Yes, Lone Pine Bridge,3D diff,27,4.7,331,322144,5435058,433,Lone pine bridge,"Sunny, Warm",0,,,,,,,,,,,,,"Pine Green, Red, Lt blue",,Did not handle snake; visual observation only,,,,,N/A, Looped,2009-099,Sight,100,150,S,S,
4463467107,7/15/2009,10:45,"CIK, LMT, ARB",Rattlesnake,,Sight,No,Above campsite162,3D diff,30,4.7,286,321470,5435054,126,"Shrub-steppe, Antelope brush, on hill","Sunny, Warm",0,26.7,27.5,,,,,,,,,,,"Citrus green, Fuchsia, Red",,<1m from Jasper; gps info is in jasper's july 15th 09 record,,,,,Riparian,"Under antelope brush, On the move",2009-100,Sight,70,30,N,W,
43602D1948,7/15/2009,15:02,CG staff,Rattlesnake,,Sight,No,Campground,3D diff,20,3.1,277,321448,5434720,466,CG,,,,,,,73.2,6.4,358,111,247,Male,,NA,"Tango blue, Fiesta yellow",,,7/17/2009,9:15,"ARB, LMT",2,Riparian,On the move,2009-102,Capt,0,,,,
457A10006E,7/15/2009,11:50,"LMT, ARB, CIK",Rattlesnake,,Sight,Yes,Lone Pine Bridge,3D diff,27,4.7,331,322144,5435058,433,Lone pine bridge,,,,,,,,,,,,,,,"Red, Royal blue, Fiesta yellow",,Did not handle/disturb,,,,,NA,Looped,2009-105,Sight,,,,,
47017A3049,7/15/2009,14:55,CG staff,Rattlesnake,,Sight,No,"Near store, at first washroom",3D diff,20,4.9,296,321463,5434678,465,CG,,,,,,,72.8,6,401,104,297,Male,,NA,"Fuchsia, Fiesta yellow, Blue bell",,,7/17/2009,9:10,LMT ARB,2,Riparian,On the move,2009-103,Capt,0,0,,,
452F591833,7/16/2009,9:03,"CIK, ARB, LMT",Rattlesnake,,Sight,No,Beside dirt road,3D diff,40,4.4,301,321869,5434810,128,Shrub-steppe,Sunny,0,23.7,24.8,,Lion king,75.3,6.4,396,106,290,Male,Adult,,"Fuchsia, Royal blue, Lt blue",,,7/16/2009,10:55,"LMT, ARB",,Lone Pine bridge,On the move,2009-101,Capt,150,50,E,S,
4578502655,7/17/2009,8:58,"ARB, LMT, CIK",Rattlesnake,,Sight,Yes,Just past LP bridge on lower path,3D diff,30,4.2,336,322118,5435111,440,Shrub-steppe,"Sunny, Warm",0,,,,white,,,546,0.91,,,Adult,,"Royal blue, Fiesta yellow",,TIPI; We didn't process him because he was caught 7/7,7/17/2009,11:50,"LMT, ARB",,Lone Pine bridge,On the move,2009-104,Capt,180,200,S,S,
457A10006E,7/22/2009,8:46,"CIK, LMT",Rattlesnake,,Sight,Yes,Lone Pine Bridge,3D diff,27,4.7,331,322144,5435058,433,Bridge,Sunny,0,,,,,,,,,0,,,,"Red, Royal Blue, Fiesta Yellow",NA,not caught,NA,,,,,,2009-114,Sight,,,,,
4A1D385622,7/22/2009,10:00,CG Staff,Rattlesnake,,Sight,No,CG Entrance,3D diff,38,4.2,287,321702,5434568,464,Campground,Sunny,0,,,,31,51,3.6,201,113,88,Female,Juvenile,No,"Pine Green, Fiesta Yellow, Citrus Green",,vent colour=citrus green,7/22/2009,13:30,"CIK, LMT",,Riparian,,2009-113,Capt,,,,,
452F616938,7/23/2009,15:12,LMT,Rattlesnake,,Sight,No,Lone Pine Bridge,3D diff,27,4.7,331,322144,5435058,433,Bridge,"Stormy, windy, lt rain",100,~24,,large size,,,,,,0,,Adult,,"Fuschia, Fiesta Yellow, Citrus Green",NA,not caught,NA,,,,,,2009-116,Sight,50,75,S,S,
45663C3516,7/23/2009,13:45,"CIK, LMT",Rattlesnake,,Sight,Yes,Sweatlodge,3D diff,48,4.4,333,321970,5435359,179,"Village, structure","Stormy, windy, lt rain",100,24.8,23.8,Nashua,13,,6.4,330,115,215,Male,Adult,No,"Daisy Cream, Tango Blue, Tango Blue",,Lost 5 g and shed skin since 6/12 surgery=>HE LOOKS PRETTY SKINNY,7/23/2009,15:00,"CIK, LMT",,Village Riparian,Coiled; in open,2009-115,Capt,800,825,S,S,
46515F0E4C,7/24/2009,15:40,"CIK, LMT",Rattlesnake,,Sight,No,Village,3D diff,36,3.3,322,321976,5435344,196,Village,"Partly cloudy, warm",75,,,Kola,blue checkers,,5.2,358,105,253,Male,Adult,NA,"Daisy Cream, Tango Blue, Tango Blue",,shed twice since 1st painted,7/28/2009,12:05,CIK,,Village Riparian,On the move,2009-117,Capt,600,625,S,S,
47253F2A13,7/24/2009,10:10,"CIK, LMT",Rattlesnake,,Sight,Yes,4th Bridge at Village,3D diff,33,4.7,324,321997,5435357,189,Bridge,"Sunny, warm",10,25.6,24.3,,17,,5.1,282,106,176,Male,Subadult,NA,"Pine Green, Pet. Purple, Fuschia",,left eye damage,7/24/2009,14:40,"CIK, LMT",,Village Riparian,Stretched out,2009-118,Capt,500,525,S,S,
497E5F433C,7/29/2009,10:30,"CIK, LMT",Rattlesnake,,Sound,No,Above Campsite161,3D diff,68,4.9,289,321467,5435044,206,"Shrub-steppe, Under sagebrush","Sunny, warm",25,32.3,30,other side of snake fence,10,,3.5,235,125,110,Female,Juvenile,No,"Pine Green, Citrus Green, Fuschia",,,7/29/2009,14:45,CIK,,Village Riparian,Coiled; on the move,2009-119,Capt,100,20,N,W,
4A1C6A5315,7/29/2009,10:42,"CIK, LMT",Rattlesnake,,Sight,No,Along snake fence,3D diff,35,4.7,294,321498,5434990,207,Shrub-steppe,"Sunny, warm",25,34.6,33.3,,32,,5.2,198,86,112,Male,Juvenile,NA,"Pine Green, Citrus Green, Fiesta Yellow",,,7/29/2009,14:45,CIK,,Village Riparian,"Stretched out, on the move",2009-120,Capt,150,40,S,W,
4532422759,7/30/2009,8:45,"CIK, LMT, Jeff Rowell",Rattlesnake,,Sight,No,North Desert,3D diff,39,4.7,303,321354,5435421,214,Shrub-steppe,"Sunny, warm",25,27.1,26.8,,green,,5.5,379,124,255,Male,Adult,NA,"Fuschia, Daisy Cream, Pet. Purple",,9+ rattles but all colour is gone (last seen 2006),7/30/2009,12:00,"CIK, LMT, Jeff Rowell",,Village Riparian,On the move,2009-123,Capt,200,90,S,W,
4546521D6A,7/30/2009,9:00,GC staff,Rattlesnake,,Sight,No,Golf course-#9 Green,3D diff,32,4.9,334,322294,5434617,222,Golf Course,"Sunny, warm",10,,,just fed on mouse (according to GC staff),NA,,5,307,91,216,Male,Adult,NA,"Fiesta Yellow, Fuschia, Royal Blue",,,7/30/2009,14:15,"CIK, LMT",,Bridge,,2009-121,Capt,,,,,
470224306B,7/30/2009,8:53,"CIK, LMT, Jeff Rowell",Rattlesnake,,Sight,Yes,North Desert,3D diff,25,4.9,308,321363,5435424,217,Shrub-steppe,"Sunny, warm",25,27.1,26.8,,Troll Doll,,5.8,367,88,279,Male,Adult,NA,"Pine Green, Pet.Purple, Geranium Red",,caught earlier this year and assigned these colours.  Originally caught in 2004,7/30/2009,12:00,"CIK, LMT, Jeff Rowell",,Village Riparian,On the move,2009-124,Capt,200,90,S,W,
4A1C794906,7/30/2009,9:22,"CIK, LMT, Jeff Rowell",Rattlesnake,,Sound,No,North End,3D diff,32,4.5,314,321502,5435347,218,Shrub-steppe,"Sunny, warm",25,29,29.9,,8,,4,182,95,87,Male,Juvenile,NA,"Pine Green, Citrus Green, Carnation Pink",,,7/30/2009,12:00,"CIK, LMT, Jeff Rowell",,Village Riparian,On the move,2009-122,Capt,250,150,W,W,
4A1D505F66,7/31/2009,9:04,"CIK, LMT",Rattlesnake,,Sight,No,Lower Desert,3D diff,28,4.9,340,321872,5435290,227,Shrub-steppe,"Sunny, warm",10,26.3,26.2,,blue,,3,253,112,141,Female,Juvenile*,No,"Pine Green, Citrus Green, Tango Blue",,5 buttons+ button=subadult?,7/31/2009,12:00,"CIK, LMT",,Village Riparian,On the move,2009-125,Capt,600,625,S,S,
4A4E7A1A6D,8/1/2009,8:25,"CIK, LMT",Rattlesnake,,Sight,No,30m above gasline at snake fence,3D diff,59,4.6,304,321603,5434841,235,Shrub-steppe,"Sunny, warm",0,26.7,24.8,smoky to south,Lion King,,3.4,162,105,57,Male,Juvenile,NA,"Pine Green, Citrus Green, Bluebell",,vent painted bluebell,8/1/2009,12:15,"CIK, LMT",,Riparian,On the move,2009-126,Capt,200,150,W,N,
4A1E1D540A,8/4/2009,20:00,"LMT, Dan Robertson",Rattlesnake,,Sight,No,North Riparian,3D diff,147,4.8,336,321946,5435564,254,Riparian,"Overcast, Smoky",50,28.5,29.8,,orange and blue stripes,,5.4,384,119,265,Male,Adult,NA,"Pine Green, Citrus Green, Aqua Green",,,8/5/2009,19:00,"CIK, LMT",,Village Riparian,Coiled,2009-127,Capt,900,925,S,S,
??,8/5/2009,20:35,"CIK, LMT",Rattlesnake,,Sight,??,Lone Pine Bridge,3D diff,27,4.7,331,322144,5435058,433,Bridge,"Smoky, warm",50,,,"large snake.  Maybe Fiesta Yellow, TANGO BLUE, Citrus Green?",,,,,,0,,,,"Fiesta Yellow, Pine Green, Citrus Green",,,NA,,,,,,2009-,Sight,50,75,S,S,
472378767D,8/6/2009,20:30,CG Staff,Rattlesnake,,Sight,Yes,Boat Launch,3D diff,83,2.5,276,321221,5435365,468,,"Smoky, warm, windy",25,,,,32,,4.2,267,87,180,Female,Adult,No,"Pine Green, Fiesta Yellow, Royal Blue",,shed once since first caught,8/7/2009,13:00,"CIK, LMT",,Village Riparian,,2009-128,Capt,,,,,we seem to have lost the original record!!!
4546521D6A,8/10/2009,,GC staff,Rattlesnake,,Sight,Yes,Golf course,3D diff,36,4.9,342,322328,5434777,461,Golf Course,"Cloudy, warm",100,,,,Lion King,,5,337,105,232,Male,Adult,NA,"Fiesta Yellow; Fuschia, Royal Blue",none taken,Gained 16 g since 30/7/ 2009.  2 series of rattle paint.,8/11/2009,10:40,BM,,Village Riparian,,2009-130,Capt,,,,,
45773B206C,8/10/2009,17:41,CIK,Rattlesnake,,Sight,No,Just above Mackenzie's shedding spot,3D diff,30,3.4,367,322137,5435636,296,"Shrub-steppe, Boulder","Cloudy, warm",100,27.9,27.8,,4,,3.6,263,101,162,Female,Adult,Yes,"Fiesta Yellow, Daisy Cream, Carnation Pink",,  Rattle paint completely gone (Originally caught 2005).,8/11/2009,9:00,LMT,,Capture site,On the move,2009-129,Capt,500,525,S,S,"3 babies born in pillowcase overnight=> 2 live; 1 dead (not fully developed).  The 2 live ones released with the mother at incubation site, unmarked."
4A24033226,8/10/2009,20:49,CIK,Rattlesnake,,Sight,No,North High Desert,3D diff,60,4.9,351,321687,5435538,303,Shrub-steppe; Antelope Brush,"Cloudy, warm",100,24.2,24.4,,18,,3.8,256,96,160,Female,Adult,No,"Pine Green, Citrus Green, Geranium Red",,,8/11/2009,8:30,LMT,,Village Riparian,On the move,2009-131,Capt,800,825,S,S,
445E1B2963,8/11/2009,13:45,LMT,Rattlesnake,,Sight,Yes,Lone Pine Bridge,3D diff,27,4.7,331,322144,5435058,433,Bridge,"Partly cloudy, warm",75,,,,,,,,,0,,,,"Fuschia, Red, Light Blue",NA,,NA,,,,,,2009-133,Sight,50,75,S,S,
452F6B490B,8/11/2009,11:00,"CIK, LMT",Rattlesnake,,Sound,Yes,Near Coverboard C,3D diff,114,2.4,311,321616,5434921,304,Shrub-steppe,"Overcast, cool",100,22,22,,25,,3.6,206,94,112,Female,Subadult,No,"Fuschia, Pet. Purple, Fiesta Yellow",none taken,2 series of colour,8/12/2009,13:30,LMT,,Village Riparian,On the move,2009-132,Capt,150,125,W,W,
??? (see notes),8/12/2009,13:30,LMT,Rattlesnake,,Sight,??,Lone Pine Bridge,3D diff,27,4.7,331,322144,5435058,433,Bridge,"Overcast, cool",75,,,,,,,,,0,,,,"Daisy Cream, Pet. Purple, Fiesta Yellow",,,NA,,,,,Looped,2009-,Sight,50,75,S,S,430A435C15 and 4723732F3B both ID'd with this colour combo!!!
445E1B2963,8/12/2009,11:30,LMT,Rattlesnake,,Sight,Yes,Lone Pine Bridge,3D diff,27,4.7,331,322144,5435058,433,Bridge,"Overcast, cool",75,,,,solid blue,,5.5,306,98,208,Male,Adult,NA,"Fuschia, Red; Light Blue",,rattles repainted,8/13/2009,14:25,LMT,,LP Bridge,Stretched out,2009-134,Capt,50,75,S,S,
4A4E221D3A,8/13/2009,12:12,"CIK, LMT",Rattlesnake,,Sight,No,North Desert,3D diff,21,4.8,339,321570,5435582,322,Shrub-steppe; antelope brush,Partly cloudy,50,26.1,26,,23,,3.7,231,98,133,Female,Adult,No,"Pine Green, Citrus Green, Pet. Purple",,,8/14/2009,7:45,CIK,,Capture site,Coiled; under antelope Brush,2009-142,Capt,1000+,1000+,S,S,
4A1D620870,8/18/2009,15:00,"CIK,LMT",Rattlesnake,,,,Campground,3D diff,20,3.1,277,321448,5434720,466,Campground,,,,,"no idea how long he's been there, who captured him…",,,3.2,169,90,79,male,Juvenile,NA,"Pine Green, Deep Aqua, Daisy Cream",,8/18- eyes cloudy=> stored with in Snake Hotel; 8/21- eyes clear; 8/23- accidentally fed mouse by JH; 8/25- processed.  He has mostly shed (in chunks rather than one piece). ,8/25/2009,13:55,LMT,,Village Riparian,,2009-145,Capt,,,,,
47240C6832,8/19/2009,9:10,"CIK, LMT",Rattlesnake,,Sight,Yes,"North Desert, near end of Campground",3D diff,63,4.6,305,321356,5435407,346,Shrub-steppe,"Sunny, hazy",10,29.7,27.5,,llight blue,,5.6,331,134,197,Male,Adult,NA,"Pine Green, Pet. Purple, Royal Blue",,shed once since first caught.  2 cm slask on back of head from left near neck=> right eye.  Photos taken,8/19/2009,19:20,BM,,Village Riparian,On the move,2009-141,Capt,150,90,S,W,
4A1D136042,8/20/2009,10:20,"CIK, LMT",Rattlesnake,,Sound,No,North Desert,3D diff,47,4.9,332,321610,5435453,356,Shrub-steppe,"Sunny, hazy",10,,,,solid green,,4.8,318,77,241,Male,Adult,NA,"Pine Green, Citrus Green, Lt Blue",,9+ rattles. Bright colours=> recently shed?,8/20/2009,13:09,CIK,,Capture site,On the move,2009-144,Capt,1000+,1000+,S,S,
4A4E270A51,8/20/2009,10:05,"CIK, LMT",Rattlesnake,,Sight,No,"North end, near cliff wall",3D diff,25,4.5,353,321735,5435827,355,Shrub-steppe; sagebrush,"Sunny, hazy",10,27.3,26.7,,lt green embroidered,,3.3,206,102,104,Female,Juvenile (Subadult?),No,"Pine Green, Citrus Green, Royal Blue",,4 rattles + button.  Bled a bit from the PIT tag,8/20/2009,13:05,CIK,,Capture site,Stretched out; under sagebrush,2009-143,Capt,1000+,1000+,S,S,
472378767D,,,,Rattlesnake,,,No,Residence on Tamarack Dr. (near wind mill),,,,,,,,,,,,,,,,,,,0,,,,"Pine Green, Fiesta Yellow, Royal Blue",,,,,,,,,2009-136,Capt,,,,,we seem to have misplaced this data.  Records only from the Rattle colour sheet. 
47017A3049,8/25/2009,evening?,CG staff,Rattlesnake,,,Yes,Campground,3D diff,20,3.1,277,321448,5434720,466,Campground,,,,,no information from the staff about this snake,,,5.6,367,88,279,Male,Adult,NA,"Fuschia, Fiesta Yellow, Bluebell",,,8/26/2009,14:30,LMT,,Village Riparian,,2009-146,Capt,,,,,
43133B161B,8/26/2009,13:46,CG staff,Rattlesnake,,,Yes,Campground-top of sand hill,3D diff,37,4.7,290,321497,5434822,484,Campground,,,,,picked up from CG 8/27 morning,,,3.5,297,93,204,Female,Adult,No,"Daisy Cream, Gold, Gold",,9+ rattles (7 since initial capture in 2003); noticably dark colouration,8/27/2009,15:45,LMT,,Village Riparian,,2009-147,Capt,,,,,
4A4E7E363E,8/27/2009,10:15,"LMT,BS",Rattlesnake,,Sight,No,North Desert near talus slope,3D diff,75,5,348,321806,5435799,376,Edge of Riparian,Sunny,10,25.9,22.9,,,,3.4,253,117,136,Female,Adult,No,"Pine Green, Deep Aqua, Citrus Green",,6+ rattles,8/28/2009,11:50,"LMT, BS",,Capture Location,On the move,2009-149,Capt,900,900,S,S,
