PIT Tag #,Date,Time,Researcher,Spp,Encounter,Detection,Recap,Location,Mode,Avg Count,Error,Elevatlon,Easting,Northing,Waypoint,Habitat,Weather,Cloud cover,Ta,Tg,Comments,Pillow case,SVL,VTL,S + B,Bag,Mass,Sex,Age class,Gravid,Rattle paint,Photo #,Comments,Rel date,Rel time,Rel researcher,Days in captivity,Rel locatlon,Behaviour,Record #,Type,Distance to buildings,Distance to road,Direction to building,Direction to road
4C13330672,21/09/2010,03:02:00 PM,"ARB, SL,",Rattlesnake,,Sight,,Above Columbia's spot,3D diff,3,4.9,322,321608,5435060,Co209,"Shrub-steppe, Long grass","Sunny  Windy, Warm",01/09/11,23.4,22.7,,36,60.6,3.8,209,75,134,Female,Adult,Yes,"Orange, Tango blue, Red",YES,Potentially gravid,23/09/2010,03:36:00 PM,"EVL, ARB",2,At capture location,Coiled,2010-209,Capt,50,50,W,W
4C13317732,23/09/2010,01:45:00 PM,BS,Rattlesnake,,,No,5th tee,3D diff,291,3.7,355,322519,5434649,CO210,Shrub-steppe in gc,,,,,,33,59.7,4.2,221,87,134,Female,Adult,No,"Orange, Tango blue, Daisy cream",YES,,24/09/2010,12:33:00 PM,"EVL, ARB",1,near  capture location,,2010-210,Capt,10/01/50,10/01/50,S,S
4A1D2F513C,25/09/2010,02:17:00 PM,"ARB, EVL",Rattlesnake,,Sight,Yes,Desert above village,3D diff,22,5,323,321956,5435114,Co211,"Shrub-steppe, Long grass","Sunny, Warm, Windy",0/9,28.7,29.5,,1,72.4,5.2,345,102,243,Male,Adult,NA,"Orange, Fiesta yellow, Pt purple",NO,,25/09/2010,02:30:00 PM,"EVL, ARB",,At capture location,On the move or Basking,2010-211,2010recap,50,50,S,S
48493C2600,27/09/2010,01:30:00 PM,BS,Rattlesnake,,,Yes,"Sweat lodge, village",3D diff,92,5,330,321975,5435350,Co212,,,,,,,28,66.9,5.3,312,111,201,Male,Adult,NA,"Daisy cream, Fiesta yellow, Car pink",,Previously caught in 2007 at sweat lodge,29/09/2010,04:43:00 PM,ARB,2,Village riparian,,2010-212,Capt,,,,
Juvenile,29/09/2010,01:45:00 PM,GC staff,Rattlesnake,,,No,?,3D diff,,,,32,543,Co213,Golf course,,,,,,32,27.6,2.5,114,86,28,,Juvenile,,"Orange, Orange",YES,,01/10/10,11:00:00 AM,ARB,2,Gully above osprey nest,,2010-213,Capt,,,,
4A254C6501,04/10/10,11:06:00 AM,"JH, ARB",Rattlesnake,,Sound,Yes,Gully next to 7th tee,3D diff,86,4.9,411,322736,5435123,Co214,Riparian,"breeze, Cloudy, Warm",06/09/11,21.7,22.6,,,,,,,,Male,Adult,NA,"Gold, Pt purple, Fiesta yellow",NO,,,,,,Sighting. ,Out in long grass,2010-214,Sight,50,50,W,W
Neonate,04/10/10,03:01:00 PM,BE,Rattlesnake,,,Yes,"SR, Passa Tempo rear entrance door",3D diff,3,2.3,328,322126,5434606,Co215,,,,,,,24,29.9,1.9,125,91,34,,Neonate,NA,"Orange, Car pink",YES,"Had orange button with additional black segment, so I painted the segment pink",06/10/10,02:00:00 PM,ARB,2,Gully above osprey nest,,2010-215,Capt,<10,<10,,
4531781366 'Kootenay',07/10/10,04:35:00 PM,"ARB, JH",Rattlesnake,,Sight,Yes,"above/Next to fence, above cg",3D diff,4,4.9,308,321360,5435381,co216,"Shrub-steppe, Long grass","Cloudy, breeze, mild, Eve",08/09/11,,,,,,5.8,301,103,198,Male,Adult,NA,"gold' Tango blue, Tango blue",YES,"5 new segments, repainted",11/10/10,11:00:00 AM,ARB,4,"above near capture location, closer to his   den",On the move,2010-216,2010recap,50,50,S,S
484B7D7C77,07/10/10,04:20:00 PM,"ARB, JH",Rattlesnake,,Sight,Yes,"above/Next to fence, above cg",3D diff,1,4.9,290,321455,5435125,co217,"Shrub-steppe, Long grass","Cloudy, breeze, mild, Eve",08/09/11,,,,,,,,,,Female,Adult,,"Daisy cream, Red, Lt blue",NO,picked up from CG on June 22. 2010,,12:00:00 AM,,,sighting,On the move,2010-217,2010recap,50,50,S,S
43602D1948 'Poseidon',13/10/2010,01:58:00 PM,"ARB, ARB",Rattlesnake,,Sight,Yes,base of rock outcrop below den 6,3D diff,144,4.6,462,322797,5435197,Co218,"Pine stand, rock and dead grass","Sunny, breeze, Warm",05/09/11,20.8,23.8,,,,,,,,,Adult,,"Fiesta yellow, Tango blue, Tango blue, Fiesta yellow, Tango blue, Tango blue",,Sighting,,,,,,On the move up hill towards den,2010-218,Sight,50,50,W,W
