PIT TAG,DATE,Time,RESEARCHER,RECAP,SPECIES,WEATHER,CLOUD COV,AIR TEMP,GROUND TEM,DET,BEHAVIOUR,MACRO HAB,MICRO HAB,LOCATION,Easting,Northing,DEN,PILLOW,SVL,S+B,BAG,MASS,SEX,AGE CLASS,REPRO,DIST BUI,DIST RD,DIR BUI,DIR RD,RELOC,REL TIME,REL DAY,REL LOC,DAY CAP,COMMENTS,"ELEVATION, M"
900254001129796,07/07/2018,19:00,"DME, CRH",NO,RATTLE,SUNNY,5,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CAMPGROUND,CAMPSITE,SITE 235,321245.4946,5435414.799,NA,51,64.6,374,123,251,MALE,ADULT,NA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,14:22,7/7/2018,HIGH DESERT,2,2 NEONATES AT SITE,
900254001305732,07/08/2018,11:00,"DME, CRH",NO,RATTLE,SUNNY,0,29.1,29.6,SOUND,COILED/BASKING,"LAKE EDGE, SHRUB STEPPE",ANTELOPE,250M S RATTLESNAKE POINT,319757,5437083,NA,3,67.3,382,95,287,FEMALE,ADULT,GRAVID?,250,>250,NW,NW,NO,11:17,2018/07/08,SAME AS CAPTURE,0,"SNAKE BLOOD SAMPLE: OB16-ND2, MEAL IN STOMACH, ALSO POTENTIALLY OVA",
989001006782040,07/09/2018,12:48,"DME, CRH",NO,RATTLE,SUNNY/CLOUDY,5,31.3,34,SIGHT,MATING,GOLF COURSE,ANTELOPE,HOLE 4 FAIRWAY EAST EDGE,322486,5434644,NA,71,57,240,55,185,MALE,ADULT,NA,>100,>100,N,W,NO,12:58,2018/07/09,SAME AS CAPTURE,0,4 RATTLES PLUS BUTTON,
989001006782094,07/11/2018,10:40,"CRH, JH",YES,RATTLE,SUNNY,1,28.5,30.1,SOUND,MOVING,SHRUB STEPPE,ANTELOPE,"NORTH DESERT, 500M S RATTLESNAKE POINT",319948,5436973,NA,54,56.1,264,95,169,MALE,ADULT,NA,500,100,NW,W,NO,10:51,2018/07/11,SAME AS CAPTURE,0,"SNAKE BLOOD SAMPLE: OB17-ND3, RATTLE BROKEN, HAD 2018 PAINT",
900254000932477,07/11/2018,12:50,"CRH, JH",NO,RATTLE,SUNNY,1,39,38.5,SOUND,MOVING,SHRUB STEPPE,ANTELOPE/SAND,150M N OF CHRISTIAN CAMP,320655,5436022,NA,54,73.1,379,95,284,MALE,ADULT,NA,150,10,S,W,NO,13:02,2018/07/11,SAME AS CAPTURE,0,SNAKE BLOOD SAMPLE: OB18-ND4,
989001006650672,07/12/2018,9:19,"CRH, AS, VR",YES,RATTLE,SUNNY,0,30,26.2,SOUND,COILED,SHRUB STEPPE BY SF,SAGE AND ANTELOPE,CAMGROUND SF FENCE E SIDE,321380,5435348,NA,1,51.8,252,124,128,FEMALE,ADULT,NON GRAVID,50,50,W,W,YES,9:28,2018/07/12,10M E OF SF,0,SNAKE BLOOD SAMPLE: OB19-SF4,
900254001009905,07/12/2018,9:42,"CRH, AS, VR",NO,RATTLE,SUNNY,0,28.9,27.3,SIGHT,BASKING,SHRUB STEPPE BY SF,LONG GRAS BESIDE ANTELOPE,15M E OF CAMPGROUND SF,321362,5435394,NA,1,67.5,378,124,254,MALE,ADULT,NA,100,100,W,W,NO,9:50,2018/07/12,SAME AS CAPTURE,0,BLOOD SAMPLE ATTEMPTED AND FAILED,
900254000979256,07/12/2018,10:33,"CRH, AS, VR",NO,GOPHER,SUNNY,0,31.4,29,SIGHT,STRETCHED/MOVING,SHRUB STEPPE,SANDY TRAIL,150N OF CHRISTIAN CAMP,320665,5436060,NA,1,79.3,289,124,165,MALE,ADULT,NA,150,15,S ,W,NO,10:46,2018/07/12,SAME AS CAPTURE,0,,
900254001093784,07/13/2018,9:42,"CRH, JH",NO ,RATTLE,SUNNY,0,27.8,27.3,SIGHT,MOVING,SHRUB STEPPE,DEAD SAGE,N OF CHRISTIAN CAMP,320704,5435993,NA,UNKNOWN,61.2,276,72,204,MALE,ADULT,NA,150,20,S,W,NO,9:55,7/13/2018,SAME AS CAPTURE,0,,
900254001086437,07/17/2018,8:16,"DME, CRH",NO,RATTLE,SUNNY,0,23.8,23.1,SOUND,BASKING,GOLF COURSE,IN GRASS BESIDE SAGE,E EDGE FAIRWAY 3,322326,5434807,NA,3,51.5,224,95,129,MALE,ADULT,NA,100,100,W,W,NO,8:28,2018/07/17,SAME AS CAPTURE,0,"BLOOD ATTEMPTED AND FAILED, 5 RATTLES PLUS BUTTON",
989001006112858,07/17/2018,8:55,"DME, CRH",YES,RATTLE,SUNNY ,0,28.5,27.9,SOUND,MOVING,GOLF COURSE ,ON GROUND IN GRASS,BETWEEN FAIRWAY 4/5,322451,5434736,NA,28,61.3,294,114,180,MALE,ADULT,NA,250,250,E,E,NO,9:05,2018/07/17,SAME AS CAPTURE,0,"SNAKE BLOOD SAMPLE: OB20-R12, SHED 3 TIMES SINCE 2017",
989001006650736,07/18/2018,8:40,"DME, CRH",YES,RATTLE,SUNNY,0,28.8,27.7,SIGHT,MOVING,SNAKE FENCE,SNAKE FENCE,CAMPGROUND SNAKE FENCE,321448,5435236,NA,63,60.7,178,95,83,FEMALE,ADULT,NON GRAVID,50,50,W,W,YES,9:45,2018/07/18,RELEASED 10 M E OF SNAKE FENCE,0,SNAKE WAS PUSHING UP AGAINST SNAKE FENCE,
900254000992715,07/18/2018,9:50,"DME, CRH",NO,RATTLE,SUNNY ,0,31.5,32,SIGHT,MOVING,SHRUB STEPPE,DEAD ANTELOPE,200M N WHITE SANDS,320286,5436291,NA,51,69.2,360,106,254,MALE,ADULT,NA,200,25,S,W,NO,9:59,2018/07/18,SAME AS CAPTURE,0,SNAKE BLOOD SAMPLE: OB21-ND5,
0A13677569,07/19/2018,8:25,"DME, CRH",YES,RATTLE,SUNNY/SMOKEY,0,22.3,22,SIGHT,COILED/BASKING,INTERP TRAIL,UNDER BRIDGE,20M NE CENTRE,322139,5435054,NA,FLOWER,71.5,295,70,225,MALE,ADULT,NA,20,30,SW,SW,NO,8:35,2018/07/19,SAME AS CAPTURE,0,"SNAKE FOUND DEAD/DECOMPOSING JULY 22, 2018. SNAKE SHED TWICE SINCE 2017",
989001006112846,07/19/2018,9:32,"DME, CRH",YES,RATTLE,SUNNY/SMOKEY,0,26,24.9,SOUND,COILED/HIDING,RIPARIAN EDGE,ANTELOPE,200M NE FENCE AT N EDGE OF INTERP TRAIL,321840,5435720,NA,54,64.7,345,95,250,MALE,ADULT,NA,>100,>100,SW,SW,NO,9:46,2018/07/19,SAME AS CAPTURE,0,"JUST ATE, SHED ONCE SINCE 2018 CAPTURE",
989001004384320,07/19/2018,11:18,"DME, CRH",YES,RATTLE,SUNNY/SMOKEY,0,32.3,30.1,SIGHT,MOVING,ROCKY RIDGE,UNDER MEDIUM ROCKS,ROCK PILE ON INTERP TRAIL,322290,5435275,NA,99,57,236,109,127,MALE,ADULT,NA,250,250,S,S,NO,11:24,2018/07/19,SAME AS CAPTURE,0,"SNAKE BLOOD SAMPLE: OB22-R13, 4 SHEDS SINCE PURPLE",
0A180D5F60,07/20/2018,8:40,"DME, CRH",YES,RATTLE,SUNNY,0,23.6,24.8,SOUND,MOVING,SNAKE FENCE/ GRASSLAND,ALONG SNAKE FENCE,CAMPGROUND SNAKE FENCE W SIDE (INSIDE),321460,5435230,NA,1,71.3,386,125,261,FEMALE,ADULT,NA,>250,>250,SW,SW,YES,8:48,2018/07/20,10M E OF SF,0,"BLOOD SAMPLE NOT TAKEN SINCE ALREADY HAD 2018 PAINT, SHED ONCE SINCE 2018 CAPTURE",
989001005040854,07/20/2018,9:49,"DME, CRH",YES,RATTLE,SUNNY,1,25.1,25.2,SIGHT,STRETCHED/MOVING,SHRUB STEPPE,RABBIT BRUSH,200M N WHITE SANDS,320266,5436252,NA,1,66.4,336,125,211,MALE,ADULT,NA,>250,>250,S,S,NO,9:58,2018/07/20,SAME AS CAPTURE,0,"SNAKE BLOOD SAMPLE: OB23-ND6, SNAKE JUST ATE, LOOKED LIKE 2 EGGS",
989001005040848,07/22/2018,19:27,"DME, CRH",YES,RATTLE,DUSK,6,23.8,23.1,SOUND,MOVING,RIPARIAN,ON SAND IN WEEDS,>100M NW DEN 8 NEAR CREEK,321845,5435711,NA,FLOWER,62.6,229,82,147,FEMALE,ADULT,NON GRAVID,>100,>100,SW,SW,NO,19:32,2018/07/22,SAME AS CAPTURE,0,3 SHEDS SINCE 2016,
900254000352945,07/22/2018,19:40,"DME, CRH",NO,RATTLE,DUSK,5,27.6,27.1,SIGHT,MOVING,SHRUB STEPPE,SAND TRAIL,SAND TRAIL TO ND,321465,5435820,NA,54,53.5,214,94,120,MALE,ADULT,NA,>250,>250,W,W,NO,19:53,2018/07/22,SAME AS CAPTURE,0,"SNAKE BLOOD SAMPLE: OB24-ND7, YOUNG SNAKE, 4 RATTLES AND BUTTON",
4C3C731362,07/22/2018,21:15,"DME, CRH",YES,RATTLE,DUSK,4,26,25.5,SIGHT,STRETCHED/MOVING,SHRUB STEPPE BY SF,ROCK PILE BESIDE SNAKE FENCE ,CAMGROUND SF FENCE E SIDE,321574,5434837,NA,54,70.8,366,94,272,MALE,ADULT,NA,>100,>100,SW,SW,YES,21:22,2018/07/22,10M E OF SF,0,SNAKE BLOOD SAMPLE: OB25-SF5,
989001006650758,07/23/2018,19:19,"DME, CRH",YES,RATTLE,SUN/CLOUD,7,25.6,23.1,SIGHT,STRETCHED/COURTING,GOLF COURSE SHRUB STEPPE,ANTELOPE,N EDGE FAIRWAY 9,322349,5434629,NA,3,72.5,429,95,334,MALE,ADULT,NA,100,125,W,W,NO,19:26,2018/07/23,SAME AS CAPTURE,0,"SNAKE BLOOD SAMPLE: OB26-R14, SHED TWICE SINCE 2017, FOUND BESIDE LATO",
900254001187347,07/23/2018,20:50,"DME, CRH",NO,RATTLE,DUSK,9,26.8,27.5,SOUND,MOVING,SHRUB STEPPE,ANTELOPE,200M NORTH OF ARK CAMP,320630,5436053,NA,3,53.5,309,95,214,MALE,ADULT,NA,200,10,S,W,NO,21:04,2018/07/23,SAME AS CAPTURE,0,BLOOD ATTEMPTED AND FAILED,
900254000328960,07/24/2018,20:20,"DME, CRH",NO,RATTLE,DUSK,1,27.8,28.8,SIGHT,COILED,INTERP TRAIL,ANTELOPE,15M AFTER LONG BRIDGE,322132,5435065,NA,62,63,245,84,161,MALE,ADULT,NA,100,123,S,S,NO,20:29,2018/07/24,SAME AS CAPTURE,0,"SNAKE BLOOD SAMPLE: OB27-R15, 6 SEGEMENTS PLUS BUTTON, YOUNG SNAKE",
900254001859232,07/25/2018,8:45,"DME, CRH",NO,GOPHER,SUNNY,0,22,21.2,SIGHT,MOVING,GOLF COURSE,CART PATH,9TH TEE BOX,322519,5434548,NA,28,80.7,272,114,158,FEMALE,ADULT,NON GRAVID,250,40,NW,S,NO,8:56,2018/07/25,SAME AS CAPTURE,0,,
900254000119889,07/25/2018,9:30,"DME, CRH",NO,RATTLE,SUNNY/SMOKEY,0,25.3,26,SIGHT,BASKING,GOLF COURSE,ROUGH,ROUGH ON 7TH FAIRWAY,322669,5434937,NA,28,55,236,114,122,FEMALE,ADULT,NON GRAVID,75,75,S,S,NO,9:41,2018/07/25,SAME AS CAPTURE,0,"SNAKE BLOOD SAMPLE: OB28-R16, YOUNG SNAKE, 4 SEGMENTS PLUS BUTTON, SNAKE VERY WET, HIT BY SPRINKLER?",
989001006112841,07/25/2018,10:40,"DME, CRH",YES,RATTLE,SUNNY/SMOKEY,0,29,27.3,SIGHT,COURTING,GOLF COURSE SHRUB STEPPE,ANTELOPE,5TH HOLE W EDGE FAIRWAY,322384,5434853,NA,43,64.6,281,78,203,FEMALE,ADULT,NA,150,150,W,W,NO,10:47,2018/07/25,SAME AS CAPTURE,0,"WITH FEMALE, COURTING",
0A180D5F3D,07/25/2018,10:49,"DME, CRH",YES,RATTLE,SUNNY/SMOKEY,0,29,27.3,SIGHT,COURTING,GOLF COURSE SHRUB STEPPE,ANTELOPE,W EDGE 5TH FAIRWAY,322384,5434853,NA,28,57.4,264,114,150,FEMALE,ADULT,NON GRAVID,150,150,W,W,NO ,10:56,2018/07/25,SAME AS CAPTURE,0,"WITH MALE, COURTING",
900254000275540,07/25/2018,19:35,DME,NO,GOPHER,NA,NA,NA,NA,NA,NA,CAMPGROUND,CAMPSITE,SITE 208,321257,5435397,NA,26,85.5,305,116,189,MALE,ADULT,NA,NA,<3,NA,NA,YES,8:31,2018/07/26,HIGH DESERT,1,,
4C132A7154,07/28/2018,8:21,"DME, CRH, AS",YES,GOPHER,SUNNY/SMOKY,0,22.2,22.1,SIGHT,MOVING,SNAKE FENCE/GRASSLAND,ALONG SNAKE FENCE,SNAKE FENCE ABOVE CAMPGROUNG OFFICE,321722,5434697,NA,51,90,309,105,204,FEMALE,ADULT,NON GRAVID,150,150,W,W,YES,8:27,2018/07/28,10M E OF FENCE,0,,
900254001304561,07/28/2018,9:31,"DME, CRH, AS ",NO,RATTLE,SUNNY/SMOKY,0,29.1,29.5,SOUND,MOVING,SHRUB STEPPE,GRASS UNDER ANTELOPE,50M NE OF ARK CAMP,320714,5435943,NA,PURP FLOWERS,55.6,261,150,111,MALE,ADULT,NA,75,>250,S,S,NO,9:41,2018/07/28,SAME AS CAPTURE,0,"SNAKE BLOOD SAMPLE: OB30-ND8, BROKEN RATTLE, ONLY 2 SEG",
989001004384312,07/29/2018,20:00,"CRH, RR",YES,RATTLE,DUSK/SMOKY,5,25.5,26.1,SIGHT,COILED,RIPARIAN EDGE,SAGE,RIPARIAN STRIP S OF RATTLESNAKE POINT,319948,5436821,NA,5,73.5,452,124,328,MALE,ADULT,NA,>250,>250,N,N,NO,20:14,2018/07/29,SAME AS CAPTURE,0,"SNAKE BLOOD SAMPLE: OB31-ND9, ANOTHER SNAKE WITH THIS ONE, COULD NOT CAPTURE",
989001006782041,07/29/2018,20:55,"CRH, RR",NO,RATTLE,DUSK/SMOKY,3,24.3,24.3,SOUND,MOVING,LAKE EDGE SHRUB STEPPE,SAND,250M S RATTLESNAKE POINT,319767,5437056,NA,5,66.3,327,124,203,MALE,ADULT,NA,250,>250,N,N,NO,21:05,2018/07/29,SAME AS CAPTURE,0,SNAKE BLOOD SAMPLE: OB32-ND10,
45744A0C2E,07/29/2018,21:35,"CRH, RR",YES,RATTLE,NIGHT/SMOKY,4,21.3,22.4,SOUND,MOVING,SHRUB STEPPE,SAND,1/2 B/W WHITE SANDS AND RATTLESNAKE POINT,320054,5436515,NA,5,74,532,124,408,MALE,ADULT,NA,>250,>250,S,S,NO,21:35,2018/07/29,SAME AS CAPTURE,0,SNAKE BLOOD SAMPLE: OB33-ND10,
0A1367754A,07/31/2018,10:30,"DME, CRH",YES,RATTLE,SUNNY/SMOKY,0,NA,NA,NA,NA,RIPARIAN,ROCKS,ROCKS NEAR 1ST SMALL BRIDGE TO TEEPEES,321979,5435376,NA,5,68.7,392,124,268,MALE,ADULT,NA,150,150,SW,SW,NO,11:30,2018/07/31,SAME AS CAPTURE,0,,
4C157E6023,08/01/2018,11:00,"DME, CRH",YES,RATTLE,NA,NA,NA,NA,NA,NA,INTERP TRAIL,NA,FRONT OF 1ST BRIDGE ON TRAIL,322141,5435027,NA,5,63.2,335,124,211,UNKNOWN,ADULT,NA,50,75,S,SW,NO,17:26,2018/08/01,SAME AS CAPTURE,0,"RATTLE PAINTED ONCE SEGMENT ABOVE LOWEST, ACCIDENTAL",
989002010716144,08/02/2018,21:04,"CRH, RR",NO,RATTLE,DUSK,3,24.9,25.1,SIGHT,MOVING,SHRUB STEPPE,SAND,250M N OF ARK,320503,5436180,NA,2,67.1,279,66,213,FEMALE,ADULT,NON GRAVID,250,>250,S,S,NO,21:12,2018/08/02,SAME AS CAPTURE,0,SNAKE BLOOD SAMPLE: OB34-ND12,
900254001115692,08/02/2018,21:46,"CRH, RR",NO,RATTLE,NIGHT,NA,24,24.2,SOUND,MOVING,SNAKE FENCE E SIDE,SNAKE FENCE,CG SNAKE FENCE,321327,5435422,NA,2,64.3,259,66,193,MALE,ADULT,NA,50,50,W,W,YES,22:00,2018/08/02,15M E OF SNAKE FENCE,0,SNAKE BLOOD SAMPLE: OB35-SF6,
4C3B77661C,08/03/2018,21:15,"DME, CRH",YES,RATTLE,DUSK,5,20.7,20.2,SOUND,MOVING,GOLF COURSE,"CLIMBING IN ANTELOPE, 1M OFF GROUND",S EDGE OF FAIRWAY 9,322483,5434549,NA,NEW WHITE,62.6,402,127,275,FEMALE,ADULT,NON GRAVID,>100,>100,NW,NW,NO,21:27,2018/08/03,SAME AS CAPTURE,0,SNAKE BLOOD SAMPLE: 0B36-R18,
989001006650749,08/05/2018,9:25,"DME, CRH",YES,RATTLE,SUNNY,0,22.8,22.7,SIGHT,COILED,GOLF COURSE,IN MED SIZE ROCKS,W EDGE FAIRWAY 5 GULLY,322420,5434813,NA,8,61,283,87,196,FEMALE,ADULT,NON-GRAVID,>100,>100,W,W,NO,9:35,2018/08/05,SAME AS CAPTURE,0,"SNAKE BLOOD SAMPLE: OB37-R19, 2 SHEDS SINCE 2017 CAPTURE",
989001004384295,08/05/2018,9:45,"DME, CRH",YES,RATTLE,SUNNY,1,28.6,24.7,SIGHT,COILED/BASKING,GOLF COURSE,CHEATGRASS BESIDE ANTELOPE,W EDGE FAIRWAY 5,322420,5434813,NA,8,64.3,324,87,237,MALE,ADULT,NA,100,125,E,E,NO,9:58,2018/08/05,SAME AS CAPTURE,0,SNAKE BLOOD SAMPLE: OB38-R20,
989001006782068,08/08/2018,19:57,"CRH, RR",NO,RATTLE,DUSK/SMOKY,4,23.2,24.5,SIGHT,STRETCHED/MOVING,SHRUB STEPPE,ANTELOPE,20M S ARK ENTRANCE,320819,5435797,NA,BROWN FLOWERS,73,368,72,296,MALE,ADULT,NA,25,200,N,S,YES,20:12,2018/08/08,20M E AWAY FROM ARK,0,SNAKE BLOOD SAMPLE: OB39-ND13,
4C133D3229,08/08/2018,20:40,"CRH, RR",YES,RATTLE,DUSK/SMOKY,4,23,24.7,SIGHT,STRETCHED/MOVING,SHRUB STEPPE,ANTELOPE,250M N WHITE SANDS,320209,5436389,NA,BROWN FLOWERS,71.4,374,72,302,MALE,ADULT,NA,>250,>250,S,S,NO,20:51,2018/08/08,SAME AS CAPTURE,0,SNAKE BLOOD SAMPLE: OB40-ND14,
989001006782065,08/08/2018,21:18,"CRH, RR",NO,RATTLE,NIGHT,NA,23.3,23.3,SIGHT,STRETCHED/MOVING,SHRUB STEPPE,SAND BESIDE RABBIT BRUSH,250M S RATTLESNAKE POINT,319893,5436885,NA,BROWN FLOWERS,60.2,221,72,149,FEMALE,ADULT,NON GRAVID,250,>250,N,N,NO,21:33,2018/08/08,SAME AS CAPTURE,0,BLOOD ATTEMPTED AND FAILED,
989001006782074,08/08/2018,21:50,"CRH, RR",NO,RATTLE,NIGHT,NA,22.5,23.3,SOUND,MOVING,SHRUB STEPPE,OPEN GRASS,200M N WHITE SANDS,319969,5436556,NA,8,70.5,342,87,255,MALE,ADULT,NA,>250,>250,S,S,NO,22:02,2018/08/08,SAME AS CAPTURE,0,SNAKE BLOOD SAMPLE: OB41-ND15,
4549283774,08/08/2018,22:20,"CRH, RR",YES,RATTLE,NIGHT,NA,21.5,22,SOUND,MOVING,SHRUB STEPPE,ANTELOPE/SAND,200M N WHITE SANDS,320211,5436396,NA,8,82,422,87,335,FEMALE,ADULT,NON GRAVID,>250,>250,S,S,NO,22:30,2018/08/08,SAME AS CAPTURE,0,SNAKE BLOOD SAMPLE: OB42-ND16,
900254001832773,08/08/2018,23:26,"CRH, RR",NO,RATTLE,NIGHT,NA,20.5,20.9,SOUND,COILED,SNAKE FENCE,GRASS BESIDE ANTELOPE,CG SNAKE FENCE,321432,5435258,NA,8,67.4,299,87,212,MALE,ADULT,NA,50,50,W,W,YES,23:37,2018/08/08,SAME AS CAPTURE,0,SNAKE BLOOD SAMPLE: OB43-SF7,
900254001113788,08/08/2018,24:00:00,"CRH, RR",NO,RATTLE,NIGHT,NA,19.6,20.5,SIGHT,COILED,SNAKE FENCE W SIDE,GRASS BESIDE FENCE,CG SNAKE FENCE,321720,5434700,NA,8,60.3,257,87,170,FEMALE,ADULT,NON GRAVID,75,75,W,W,YES,24:09:00,2018/08/08,20M E OF FENCE,0,SNAKE BLOOD SAMPLE: OB44-SF8,
PIT TAG GUN BROKEN,08/09/2018,20:13,"DME, CRH",NO,RATTLE,DUSK/SMOKY,7,26,26.5,SOUND,MOVING,GOLF COURSE,SAGE,20M SW HOLE 9,322294,5434607,NA,51,65.9,347,106,241,MALE,ADULT,NA,50,50,S,S,NO,20:28,2018/08/09,SAME AS CAPTURE,0,"BLOOD ATTEMPTED AND FAILED, 7 RATTLE SEGMENTS",
0A180D5F77,08/10/2018,12:15,"DME, CRH",YES,RATTLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CAMPGROUND,SNAKE BOX,UNKNOWN,UNKNOWN,UNKNOWN,NA,UNKNOWN,65.7,355,126,229,FEMALE,ADULT,NON GRAVID,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,19:15,2018/08/10,HIGH DESERT,0,3 SHEDS SINCE 2017,
989001005710888,08/10/2018,11:30,"DME, CRH",YES,RATTLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,INTERP TRAIL,UNKNOWN,RIGHT AFTER FIRST BRIDGE,322141,5435027,NA,UNKNOWN,60.9,331,121,210,FEMALE,ADULT,NON GRAVID,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,19:14,2018/08/10,SAME AS CAPTURE,0,"FOOD IN STOMACH, 1 SHED SINCE 2018",
PIT TAG GUN BROKEN,08/10/2018,21:34,"DME, CRH",NO,RATTLE,NIGHT,NA,24.6,26.2,SOUND,COILED,SHRUB STEPPE,SAGE,250M N WHITE SANDS,320033,5436512,NA,5,72.6,461,125,336,MALE,ADULT,NA,>250,>250,S,S,NO,21:48,2018/08/10,SAME AS CAPTURE,0,SNAKE BLOOD SAMPLE: OB45-ND17,
PIT TAG GUN BROKEN,08/10/2018,22:20,"DME, CRH",NO,RATTLE,NIGHT,NA,26.8,26.5,SOUND,"STRETCHED, MOVING",SHRUB STEPPE,ANTELOPE,100M N ARK CAMP,320696,5435994,NA,5,68.5,330,125,205,MALE,ADULT,NA,100,100,S,S,N,22:30,2018/08/10,SAME AS CAPTURE,0,SNAKE BLOOD SAMPLE: OB46-ND18,
900254001094815,08/14/2018,20:58,"DME, CRH, KJM",NO,RATTLE,NIGHT,NA,21.5,22.1,SOUND,MOVING,SHRUB STEPPE,GRASS,150M S RATTLE. POINT,319522,5437221,NA,PURP FLOWERS,61.5,346,150,196,FEMALE,ADULT,NON-GRAVID,>100,>250,S,N,NO,21:11,2018/08/14,SAME AS CAPTURE,0,SNAKE BLOOD SAMPLE: OB47-ND19,
900254001168989,08/14/2018,21:11,"DME, CRH. KRM",NO,RATTLE,NIGHT,NA,21.5,22.1,SOUND,MOVING,SHRUB STEPPE,GRASS,150M S RATTLE. POINT,319522,5437221,NA,PURP FLOWERS,62.2,359,150,209,MALE,ADULT,NA,>100,>250,N,S,NO,21:25,2018/08/14,SAME AS CAPTURE,0,"SNAKE BLOOD SAMPLE: OB48-ND20, SNAKE WAS SEEKING OUT FEMALE CAPTURED DIRECTLY PRIOR",
989001006782086,08/14/2018,21:46,"DME, CRH, KJM",NO,RATTLE,NIGHT,NA,21.1,21.6,SIGHT,MOVING/HUNTING,SHRUB STEPPE,ANTELOPE,250M N WHITE SANDS,319802,5436987,NA,GOLD,62.7,292,59,233,FEMALE,ADULT,NON-GRAVID,>250,>250,N,S,NO,22:04,2018/08/14,SAME AS CAPTURE,0,"SNAKE BLOOD SAMPLE: OB49-ND21, SNAKE HAD POSSIBLE FOOD IN STOMACH, SNAKE FOUND AFTER OBSERVING DEAD MOUSE ON TRAIL NEARBY",
900254001843079,08/14/2018,23:04,"DME, CRH, KJM",NO,RATTLE,NIGHT,NA,18.5,19.9,SIGHT,HIDING,SNAKE FENCE,ROCK PILE BESIDE SNAKE FENCE ,CG SNAKE FENCE,321574,5434846,NA,GOLD,65.1,266,59,207,MALE,ADULT,NA,50,50,W,W,YES,23:19,2018/08/14,10M E OF SF,0,SNAKE BLOOD SAMPLE: OB50-SF9,
989001006112880,08/15/2018,19:45,"DME, CRH, JRM",YES,RATTLE,DUSK/SMOKY,9,27.5,26.4,SOUND,COILED/HIDING,MIXED ROCK/SHRUB SLOPE,UNDER BOULDER,20M W RC DEN,322467,5435573,NA,71,63.5,278,60,218,FEMALE,ADULT,GRAVID,>250,>250,S,S,NO,19:53,2018/08/15,SAME AS CAPTURE,0,ELEVATION: 466M,
0A180D5F6E,08/16/2018,9:41,"DME, CRH",YES,RATTLE,SUN/SMOKE,9,23.5,23,SIGHT,COURTING,GOLF COURSE,THISTLE,S EDGE 6TH FAIRWAY,322550,5434960,NA,2,72.1,364,65,299,MALE,ADULT,NA,100,100,SE,SE,NO,9:49,2018/08/16,SAME AS CAPTURE,0,"SNAKE BLOOD SAMPLE: OB51-R21, SNAKE HIT BY SPRINKLERS, COLD, WET, SLUGGISH, 3 SHEDS SINCE CAUGHT LAST YEAR",
0A1367760C,08/16/2018,11:55,"DME, CRH",YES,RATTLE,SUN/SMOKE,9,29.2,29,SOUND,COURTING,GOLF COURSE,ANTELOPE,S EDGE 6TH FAIRWAY,322607,5435014,NA,2,68.9,318,65,253,FEMALE,ADULT,NON-GRAVID,150,150,S,S,NO,12:10,2018/08/16,SAME AS CAPTURE,0,"SNAKE BLOOD SAMPLE: OB52-R22, MALE COURTING HER",
989001006112864,08/17/2018,9:18,"DME, CRH",YES,RATTLE,SUN/CLOUD/SMOKE,,18.6,19.8,SOUND,COILED/HIDING,GOLF COURSE,KNAPWEED/SAGE,W EDGE 3RD FAIRWAY,322285,5434760,NA,62,57.9,248,85,163,FEMALE,ADULT,NON-GRAVID,65,65,W,W,YES,9:29,2018/08/17,5M W OF CAPTURE POINT,0,"SNAKE BLOOD SAMPLE: OB53-R23, 2017 TELEM SNAKE ""LUNA"", SURG SITE LOOKS GOOD",
989001005710915,08/17/2018,10:25,"DME, CRH",YES,GOPHER,CLOUD/SMOKE,8,22.8,22.5,SIGHT,MOVING,GOLF COURSE,ANTELOPE,E EDGE FAIRWAY 4,322482,5434649,NA,53,79.9,297,122,175,FEMALE,ADULT,NA,150,150,E,E,NO,10:32,2018/08/17,SAME AS CAPTURE,0,,
0A180D5F51,08/17/2018,10:48,"DME, CRH",YES,RATTLE,SUN/CLOUD/SMOKE,8,22.8,22.5,SOUND,MOVING,GOLF COURSE,DEAD SAGE,W EDGE FAIRWAY 4,322399,5434679,NA,53,74.5,429,122,307,MALE,ADULT,NA,175,175,E,E,NO,11:03,2018/08/17,SAME AS CAPTURE,0,SNAKE BLOOD SAMPLE: OB54-R24,
900254000258072,08/17/2018,11:15,"DME, CRH",NO,RATTLE,SUN/SMOKE,6,25,NA,SOUND,MOVING,GOLF COURSE,RABBIT BRUSH,E EDGE FAIRWAY 3 ,322341,5434720,NA,53,57,304,122,182,MALE,ADULT,NA,100,125,W,W,NO,11:27,2018/08/17,SAME AS CAPTURE,0,"SNAKE BLOOD SAMPLE: OB55-R25, THERMOMETER NOT WORKING, AIR TEMP PULLED FROM WEATHER APP",
